gene	pDN	pGOF	pLOF	pDN_missing	pGOF_missing	pLOF_missing	pfam_family	is_singleton_family_badonyi	pDN_familyresid	pGOF_familyresid	pLOF_familyresid	pDN_familyresid_missing	pGOF_familyresid_missing	pLOF_familyresid_missing
DCX	0.599898	0.459528	0.626956	0.0	0.0	0.0	PF03607	0	-0.021555249999999915	-0.11439899999999997	0.18363399999999996	0.0	0.0	0.0
DDB2	0.667713	0.406505	0.423514	0.0	0.0	0.0	PF00400	0	-0.003544374999999933	-0.10956687499999995	0.024800250000000024	0.0	0.0	0.0
DDC	0.7802	0.698351	0.244284	0.0	0.0	0.0	PF00282	0	0.047063333333333235	0.06789733333333337	-0.06643533333333335	0.0	0.0	0.0
DDHD1	0.357213	0.448597	0.647196	0.0	0.0	0.0	PF02862	0	-0.1291095	-0.08784000000000003	0.18324450000000003	0.0	0.0	0.0
DDHD2	0.615432	0.624277	0.280707	0.0	0.0	0.0	PF02862	0	0.1291095	0.08783999999999992	-0.18324449999999998	0.0	0.0	0.0
DDOST	0.612668	0.537578	0.344261	0.0	0.0	0.0	PF23358	1	0.0	0.0	0.0	1.0	1.0	1.0
DDX11	0.605684	0.422019	0.406424	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DDX3X	0.47454	0.416381	0.70672	0.0	0.0	0.0	PF00270	0	-0.08584537499999995	-0.0015006250000000332	0.2186435	0.0	0.0	0.0
DDX41	0.775588	0.644718	0.23639	0.0	0.0	0.0	PF00270	0	0.2152026250000001	0.22683637499999998	-0.25168650000000004	0.0	0.0	0.0
DEAF1	0.497224	0.354294	0.51651	0.0	0.0	0.0	PF01342	1	0.0	0.0	0.0	1.0	1.0	1.0
DEGS1	0.632719	0.542947	0.380362	0.0	0.0	0.0	PF00487	1	0.0	0.0	0.0	1.0	1.0	1.0
DENND5A	0.588399	0.650803	0.362274	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DEPDC5	0.508233	0.527295	0.496931	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DGAT1	0.676774	0.697922	0.351635	0.0	0.0	0.0	PF03062	0	0.08715899999999999	0.012047333333333299	-0.05194633333333337	0.0	0.0	0.0
DGUOK	0.762054	0.52559	0.270101	0.0	0.0	0.0	PF01712	0	0.027183500000000027	0.009730499999999975	-0.0015410000000000146	0.0	0.0	0.0
DHCR24	0.590471	0.619723	0.29977	0.0	0.0	0.0	PF01565	1	0.0	0.0	0.0	1.0	1.0	1.0
DHCR7	0.623237	0.657174	0.33542	0.0	0.0	0.0	PF01222	0	-0.021152999999999977	0.036283500000000024	0.0018674999999999664	0.0	0.0	0.0
DHFR	0.718331	0.677487	0.173749	0.0	0.0	0.0	PF00186	1	0.0	0.0	0.0	1.0	1.0	1.0
DHH	0.612267	0.517859	0.348519	0.0	0.0	0.0	PF01085	0	0.10216900000000007	0.04132649999999999	-0.148737	0.0	0.0	0.0
DHODH	0.722237	0.463454	0.278099	0.0	0.0	0.0	PF01180	0	0.06319249999999998	-0.031600499999999976	-0.062020500000000034	0.0	0.0	0.0
DHTKD1	0.516721	0.487118	0.441177	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DICER1	0.321413	0.385331	0.700047	0.0	0.0	0.0	PF00270	0	-0.23897237499999996	-0.032550625000000055	0.21197049999999995	0.0	0.0	0.0
DIS3L2	0.512765	0.551705	0.55953	0.0	0.0	0.0	PF17877	1	0.0	0.0	0.0	1.0	1.0	1.0
DKC1	0.362655	0.285154	0.800803	0.0	0.0	0.0	PF08068	1	0.0	0.0	0.0	1.0	1.0	1.0
DLAT	0.681337	0.593074	0.389213	0.0	0.0	0.0	PF00198	0	-0.03829650000000007	0.021843999999999975	-0.0027275000000000493	0.0	0.0	0.0
DLD	0.726598	0.672693	0.333153	0.0	0.0	0.0	PF07992	0	0.020413999999999932	0.004650000000000043	0.012920666666666691	0.0	0.0	0.0
DLG3	0.396471	0.536808	0.760061	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DLG4	0.462929	0.620779	0.714988	0.0	0.0	0.0	PF00625	0	-0.022956333333333356	0.025898666666666625	0.08877099999999993	0.0	0.0	0.0
DLL3	0.647289	0.7135	0.351759	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DLL4	0.354286	0.547608	0.690038	0.0	0.0	0.0	PF01414	0	0.014445999999999959	0.044366499999999975	-0.006373999999999991	0.0	0.0	0.0
DMD	0.723639	0.80185	0.46651	0.0	0.0	0.0	PF00307	0	0.12883450000000007	0.08388612500000003	0.005956875000000028	0.0	0.0	0.0
DMGDH	0.607738	0.701753	0.44685	0.0	0.0	0.0	PF01266	0	-0.03846700000000003	0.11330933333333326	0.04522100000000001	0.0	0.0	0.0
DMP1	0.748818	0.541406	0.195652	0.0	0.0	0.0	PF07263	1	0.0	0.0	0.0	1.0	1.0	1.0
DMPK	0.700234	0.817812	0.269813	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DNAAF11	0.713638	0.651571	0.229396	0.0	0.0	0.0	PF23602	1	0.0	0.0	0.0	1.0	1.0	1.0
DNAAF19	0.622559	0.560552	0.372742	1.0	1.0	1.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DNAAF3	0.550356	0.51297	0.333615	0.0	0.0	0.0	PF14737	1	0.0	0.0	0.0	1.0	1.0	1.0
DNAAF4	0.807541	0.732007	0.218186	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DNAAF6	0.549354	0.504848	0.247449	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DNAH5	0.624447	0.67594	0.215329	0.0	0.0	0.0	PF12774	0	-0.003422666666666685	0.0038040000000000296	0.004631666666666673	0.0	0.0	0.0
DNAH9	0.652639	0.739996	0.187197	0.0	0.0	0.0	PF12774	0	0.02476933333333331	0.06786000000000003	-0.023500333333333318	0.0	0.0	0.0
DNAJB2	0.7913	0.666907	0.221754	0.0	0.0	0.0	PF00226	0	0.075963	0.034693000000000085	-0.10047733333333336	0.0	0.0	0.0
DNAJB6	0.697858	0.438176	0.507004	0.0	0.0	0.0	PF00226	0	-0.017479000000000022	-0.19403799999999993	0.18477266666666664	0.0	0.0	0.0
DNAJC12	0.656853	0.791559	0.237936	0.0	0.0	0.0	PF00226	0	-0.05848399999999998	0.15934500000000007	-0.08429533333333336	0.0	0.0	0.0
DNAJC6	0.365614	0.401544	0.643413	0.0	0.0	0.0	PF10409	0	-0.16147600000000006	-0.12221150000000003	0.1350865	0.0	0.0	0.0
DNM1	0.556364	0.480662	0.618624	0.0	0.0	0.0	PF01031	0	-0.10715600000000003	-0.07812400000000003	0.14785649999999995	0.0	0.0	0.0
DNM1L	0.770676	0.63691	0.322911	0.0	0.0	0.0	PF01031	0	0.10715600000000003	0.07812399999999997	-0.1478565	0.0	0.0	0.0
DNMT3A	0.382309	0.442647	0.583584	0.0	0.0	0.0	PF17980	0	-0.056228	0.05483450000000001	0.02760649999999998	0.0	0.0	0.0
DNMT3B	0.494765	0.332978	0.528371	0.0	0.0	0.0	PF17980	0	0.056228	-0.05483450000000001	-0.02760649999999998	0.0	0.0	0.0
DOCK2	0.416095	0.461045	0.615447	0.0	0.0	0.0	PF06920	0	-0.11965174999999995	-0.08151049999999999	0.161995	0.0	0.0	0.0
DOCK6	0.60476	0.637897	0.350848	0.0	0.0	0.0	PF06920	0	0.06901325000000003	0.09534150000000008	-0.10260399999999997	0.0	0.0	0.0
DOCK7	0.522179	0.543587	0.442454	0.0	0.0	0.0	PF06920	0	-0.01356774999999999	0.001031500000000074	-0.010997999999999952	0.0	0.0	0.0
DOCK8	0.599953	0.527693	0.405059	0.0	0.0	0.0	PF06920	0	0.06420625000000002	-0.0148625	-0.048392999999999964	0.0	0.0	0.0
DOK7	0.640483	0.676042	0.389757	0.0	0.0	0.0	PF02174	1	0.0	0.0	0.0	1.0	1.0	1.0
DOLK	0.686193	0.490735	0.254164	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DPAGT1	0.828064	0.653944	0.171201	0.0	0.0	0.0	PF21383	1	0.0	0.0	0.0	1.0	1.0	1.0
DPF2	0.32216	0.310235	0.794381	0.0	0.0	0.0	PF14051	1	0.0	0.0	0.0	1.0	1.0	1.0
DPM1	0.727667	0.646938	0.305396	0.0	0.0	0.0	PF00535	0	0.04056699999999991	-0.006008666666666662	0.005898000000000014	0.0	0.0	0.0
DPM3	0.708287	0.696497	0.265556	0.0	0.0	0.0	PF08285	1	0.0	0.0	0.0	1.0	1.0	1.0
DPYD	0.595852	0.526655	0.40214	0.0	0.0	0.0	PF01180	0	-0.06319249999999998	0.03160050000000003	0.06202049999999998	0.0	0.0	0.0
DPYS	0.66149	0.704425	0.394149	0.0	0.0	0.0	PF01979	0	0.11926899999999996	0.15566099999999994	-0.12410199999999999	0.0	0.0	0.0
DRAM2	0.670863	0.652993	0.240865	0.0	0.0	0.0	PF10277	0	0.05932650000000006	0.051510000000000056	-0.10768500000000003	0.0	0.0	0.0
DRC1	0.746314	0.609303	0.290159	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DRC2	0.622559	0.560552	0.372742	1.0	1.0	1.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DRC4	0.622559	0.560552	0.372742	1.0	1.0	1.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DSE	0.475352	0.488043	0.518742	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DSG1	0.54166	0.702827	0.552307	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DSG4	0.751913	0.778902	0.275873	0.0	0.0	0.0	PF01049	0	-0.01995799999999992	-0.0006279999999999619	-0.013005333333333369	0.0	0.0	0.0
DSP	0.580115	0.620709	0.532669	0.0	0.0	0.0	PF00681	1	0.0	0.0	0.0	1.0	1.0	1.0
DSPP	0.807034	0.9117	0.324222	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DSTYK	0.467917	0.570497	0.51525	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DTNBP1	0.762788	0.752529	0.245558	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DUOX2	0.534927	0.692108	0.384681	0.0	0.0	0.0	PF03098	0	-0.07934133333333326	0.059863	0.037061333333333335	0.0	0.0	0.0
DVL1	0.800087	0.708888	0.401191	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DVL3	0.704335	0.625945	0.522636	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DYM	0.604256	0.714683	0.308059	0.0	0.0	0.0	PF09742	1	0.0	0.0	0.0	1.0	1.0	1.0
DYNC1I2	0.659742	0.490628	0.434116	0.0	0.0	0.0	PF11540	1	0.0	0.0	0.0	1.0	1.0	1.0
DYNC2H1	0.606523	0.600472	0.229566	0.0	0.0	0.0	PF12774	0	-0.021346666666666625	-0.07166399999999995	0.018868666666666672	0.0	0.0	0.0
DYNC2I1	0.416567	0.382662	0.546816	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
DYRK1A	0.282415	0.276147	0.844876	0.0	0.0	0.0	PF00069	0	-0.2778832083333333	-0.30496237499999995	0.32727925	0.0	0.0	0.0
DYSF	0.661252	0.715458	0.342652	0.0	0.0	0.0	PF00168	0	0.10062971428571421	0.13609235714285717	-0.1342585714285714	0.0	0.0	0.0
EBF3	0.393705	0.316058	0.852753	0.0	0.0	0.0	PF16422	1	0.0	0.0	0.0	1.0	1.0	1.0
EBP	0.498036	0.490818	0.528411	0.0	0.0	0.0	PF05241	1	0.0	0.0	0.0	1.0	1.0	1.0
ECEL1	0.656549	0.740138	0.206041	0.0	0.0	0.0	PF01431	0	0.15144599999999997	0.10578549999999998	-0.154104	0.0	0.0	0.0
ECHS1	0.783363	0.622887	0.268037	0.0	0.0	0.0	PF00378	0	0.03841850000000002	0.0017804999999999627	-0.021787500000000015	0.0	0.0	0.0
ECM1	0.549209	0.544985	0.318413	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
EDA	0.453192	0.476677	0.745987	0.0	0.0	0.0	PF00229	0	-0.12367999999999996	-0.0223545	0.20320699999999992	0.0	0.0	0.0
EDAR	0.676987	0.769461	0.246015	0.0	0.0	0.0	PF24979	1	0.0	0.0	0.0	1.0	1.0	1.0
EDC3	0.623564	0.388523	0.397923	0.0	0.0	0.0	PF16598	1	0.0	0.0	0.0	1.0	1.0	1.0
EDEM3	0.657598	0.581914	0.288018	0.0	0.0	0.0	PF01532	0	0.0010605000000000198	0.004309000000000007	-0.014834499999999973	0.0	0.0	0.0
EDN1	0.524572	0.409009	0.503668	0.0	0.0	0.0	PF00322	0	-0.019406499999999993	-0.12432550000000003	0.07180700000000001	0.0	0.0	0.0
EDN3	0.563385	0.65766	0.360054	0.0	0.0	0.0	PF00322	0	0.019406499999999993	0.12432549999999998	-0.07180700000000001	0.0	0.0	0.0
EDNRA	0.566877	0.686863	0.544529	0.0	0.0	0.0	PF00001	0	-0.14825224999999997	-0.06508175000000005	0.22487000000000001	0.0	0.0	0.0
EDNRB	0.768249	0.788245	0.272599	0.0	0.0	0.0	PF00001	0	0.05311975000000002	0.03630024999999992	-0.047060000000000046	0.0	0.0	0.0
EEF1A2	0.449591	0.433819	0.720381	0.0	0.0	0.0	PF22594	1	0.0	0.0	0.0	1.0	1.0	1.0
EFEMP2	0.695792	0.636361	0.320872	0.0	0.0	0.0	PF12662	0	0.19789	0.10708457142857142	-0.22002971428571433	0.0	0.0	0.0
EFL1	0.668412	0.58281	0.295161	0.0	0.0	0.0	PF00679	0	0.05400333333333329	-0.03370266666666666	-0.11330599999999996	0.0	0.0	0.0
EFNB1	0.391263	0.494522	0.703836	0.0	0.0	0.0	PF00812	1	0.0	0.0	0.0	1.0	1.0	1.0
EFTUD2	0.438882	0.55966	0.638695	0.0	0.0	0.0	PF00679	0	-0.17552666666666672	-0.05685266666666666	0.23022800000000004	0.0	0.0	0.0
EGFR	0.81664	0.922979	0.380236	0.0	0.0	0.0	PF00757	0	0.09706200000000009	0.09147324999999995	0.04978275000000004	0.0	0.0	0.0
EGLN1	0.318832	0.436304	0.673548	0.0	0.0	0.0	PF13640	0	-0.12476349999999997	-0.06102599999999997	0.17506600000000005	0.0	0.0	0.0
EGR2	0.553207	0.387989	0.7571	0.0	0.0	0.0	PF11928	1	0.0	0.0	0.0	1.0	1.0	1.0
EHMT1	0.219882	0.332461	0.812364	0.0	0.0	0.0	PF12796	0	-0.30817454545454537	-0.24588572727272728	0.2960024545454546	0.0	0.0	0.0
EIF2AK3	0.613889	0.475919	0.452159	0.0	0.0	0.0	PF00069	0	0.05359079166666669	-0.10519037499999995	-0.06543774999999996	0.0	0.0	0.0
EIF2AK4	0.616107	0.4787	0.342104	0.0	0.0	0.0	PF12745	1	0.0	0.0	0.0	1.0	1.0	1.0
EIF2B1	0.698813	0.451412	0.314357	0.0	0.0	0.0	PF01008	0	0.13456633333333334	0.090331	-0.14793533333333336	0.0	0.0	0.0
EIF2B2	0.567658	0.356187	0.414498	0.0	0.0	0.0	PF01008	0	0.0034113333333333218	-0.0048940000000000095	-0.04779433333333338	0.0	0.0	0.0
EIF2B3	0.489674	0.385047	0.498474	0.0	0.0	0.0	PF25084	0	-0.07190199999999997	-0.07402199999999998	0.08485699999999996	0.0	0.0	0.0
EIF2B4	0.426269	0.275644	0.658022	0.0	0.0	0.0	PF01008	0	-0.13797766666666667	-0.08543699999999999	0.19572966666666664	0.0	0.0	0.0
EIF2B5	0.633478	0.533091	0.32876	0.0	0.0	0.0	PF25084	0	0.07190200000000002	0.07402200000000003	-0.08485700000000002	0.0	0.0	0.0
EIF2S3	0.367606	0.402671	0.747745	0.0	0.0	0.0	PF09173	1	0.0	0.0	0.0	1.0	1.0	1.0
EIF3F	0.438508	0.478851	0.646498	0.0	0.0	0.0	PF01398	0	-0.11403799999999997	-0.047848	0.1766105	0.0	0.0	0.0
EIF4A3	0.457491	0.3958	0.680349	0.0	0.0	0.0	PF00270	0	-0.10289437499999998	-0.02208162500000005	0.19227249999999996	0.0	0.0	0.0
EIF5A	0.450401	0.267589	0.58728	0.0	0.0	0.0	PF01287	1	0.0	0.0	0.0	1.0	1.0	1.0
ELAC2	0.502948	0.382978	0.461219	0.0	0.0	0.0	PF23023	1	0.0	0.0	0.0	1.0	1.0	1.0
ELANE	0.770886	0.743699	0.21277	0.0	0.0	0.0	PF00089	0	0.04544133333333322	0.025764999999999927	-0.017141333333333342	0.0	0.0	0.0
ELMO2	0.610052	0.703472	0.32479	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
ELN	0.733023	0.74177	0.311077	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
ELOVL4	0.597517	0.592447	0.481531	0.0	0.0	0.0	PF01151	1	0.0	0.0	0.0	1.0	1.0	1.0
ELP1	0.558625	0.399459	0.361147	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
ELP4	0.726038	0.36908	0.345096	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
EMC1	0.467623	0.329974	0.487912	0.0	0.0	0.0	PF25293	1	0.0	0.0	0.0	1.0	1.0	1.0
EMC10	0.427253	0.361796	0.484637	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
EMG1	0.72721	0.3395	0.327873	0.0	0.0	0.0	PF03587	1	0.0	0.0	0.0	1.0	1.0	1.0
EML1	0.443275	0.398552	0.676347	0.0	0.0	0.0	PF23409	1	0.0	0.0	0.0	1.0	1.0	1.0
ENG	0.35926	0.298285	0.65952	0.0	0.0	0.0	PF26060	1	0.0	0.0	0.0	1.0	1.0	1.0
ENO3	0.689529	0.50088	0.407594	0.0	0.0	0.0	PF00113	1	0.0	0.0	0.0	1.0	1.0	1.0
ENPP1	0.505706	0.494971	0.338143	0.0	0.0	0.0	PF01223	1	0.0	0.0	0.0	1.0	1.0	1.0
EOGT	0.610421	0.595171	0.25521	0.0	0.0	0.0	PF04577	0	0.014725500000000058	0.01525399999999999	-0.02815000000000001	0.0	0.0	0.0
EP300	0.262147	0.332759	0.872479	0.0	0.0	0.0	PF00439	0	0.04064650000000003	0.05195050000000001	0.027383166666666736	0.0	0.0	0.0
EPCAM	0.681881	0.603012	0.253803	0.0	0.0	0.0	PF21283	1	0.0	0.0	0.0	1.0	1.0	1.0
EPG5	0.551362	0.568589	0.41574	0.0	0.0	0.0	PF26103	1	0.0	0.0	0.0	1.0	1.0	1.0
EPHA2	0.760009	0.757534	0.243468	0.0	0.0	0.0	PF14575	0	0.08700933333333338	0.018511666666666704	-0.11680633333333337	0.0	0.0	0.0
EPHB2	0.517981	0.668299	0.576925	0.0	0.0	0.0	PF14575	0	-0.15501866666666664	-0.07072333333333336	0.21665066666666666	0.0	0.0	0.0
EPHB4	0.741009	0.791234	0.26043	0.0	0.0	0.0	PF14575	0	0.06800933333333337	0.052211666666666656	-0.09984433333333337	0.0	0.0	0.0
EPRS1	0.614042	0.632179	0.400932	0.0	0.0	0.0	PF21972	1	0.0	0.0	0.0	1.0	1.0	1.0
ERBB3	0.755539	0.833373	0.251175	0.0	0.0	0.0	PF00757	0	0.03596100000000002	0.001867249999999987	-0.07927825	0.0	0.0	0.0
ERCC1	0.68122	0.349163	0.351453	0.0	0.0	0.0	PF14520	0	-0.04352349999999994	-0.04744999999999999	0.028395999999999977	0.0	0.0	0.0
ERCC2	0.637441	0.511622	0.385356	0.0	0.0	0.0	PF06733	1	0.0	0.0	0.0	1.0	1.0	1.0
ERCC3	0.696471	0.42364	0.388169	0.0	0.0	0.0	PF16203	1	0.0	0.0	0.0	1.0	1.0	1.0
ERCC4	0.633265	0.356361	0.322082	0.0	0.0	0.0	PF02732	1	0.0	0.0	0.0	1.0	1.0	1.0
ERCC5	0.648997	0.331472	0.294947	0.0	0.0	0.0	PF00867	1	0.0	0.0	0.0	1.0	1.0	1.0
ERCC6	0.650437	0.3979	0.374142	0.0	0.0	0.0	PF00271	1	0.0	0.0	0.0	1.0	1.0	1.0
ERCC6L2	0.688139	0.408052	0.37061	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
ERCC8	0.621006	0.4892	0.441171	0.0	0.0	0.0	PF00400	0	-0.05025137499999999	-0.026871874999999934	0.04245725	0.0	0.0	0.0
ERF	0.36093	0.348739	0.818389	0.0	0.0	0.0	PF00178	0	0.043332499999999996	0.0800205	0.016987000000000085	0.0	0.0	0.0
ESCO2	0.695469	0.306935	0.440488	0.0	0.0	0.0	PF13880	1	0.0	0.0	0.0	1.0	1.0	1.0
ESPN	0.613565	0.665975	0.394546	0.0	0.0	0.0	PF12796	0	0.08550845454545464	0.0876282727272727	-0.12181554545454537	0.0	0.0	0.0
ESR1	0.507887	0.468599	0.807511	0.0	0.0	0.0	PF12743	1	0.0	0.0	0.0	1.0	1.0	1.0
ESR2	0.680741	0.478007	0.486805	0.0	0.0	0.0	PF12497	1	0.0	0.0	0.0	1.0	1.0	1.0
ESRRB	0.65814	0.482779	0.479753	0.0	0.0	0.0	PF00104	0	0.19169746153846146	0.0940974615384616	-0.16634153846153832	0.0	0.0	0.0
ETFA	0.672255	0.526399	0.347943	0.0	0.0	0.0	PF01012	0	-0.0027334999999999443	0.0030445000000000055	-0.002346999999999988	0.0	0.0	0.0
ETFB	0.677722	0.52031	0.352637	0.0	0.0	0.0	PF01012	0	0.0027335000000000553	-0.0030444999999998945	0.002346999999999988	0.0	0.0	0.0
ETFDH	0.542719	0.542898	0.446203	0.0	0.0	0.0	PF21162	1	0.0	0.0	0.0	1.0	1.0	1.0
ETHE1	0.670688	0.578276	0.431508	0.0	0.0	0.0	PF00753	1	0.0	0.0	0.0	1.0	1.0	1.0
ETV6	0.274265	0.188698	0.784415	0.0	0.0	0.0	PF00178	0	-0.043332499999999996	-0.08002050000000002	-0.016986999999999974	0.0	0.0	0.0
EVC	0.597419	0.705855	0.39652	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
EVC2	0.580286	0.682706	0.411375	0.0	0.0	0.0	PF12297	1	0.0	0.0	0.0	1.0	1.0	1.0
EXOSC2	0.675748	0.421391	0.482043	0.0	0.0	0.0	PF14382	1	0.0	0.0	0.0	1.0	1.0	1.0
EXOSC3	0.63815	0.463395	0.481804	0.0	0.0	0.0	PF15985	1	0.0	0.0	0.0	1.0	1.0	1.0
EXOSC9	0.609113	0.324721	0.411338	0.0	0.0	0.0	PF01138	1	0.0	0.0	0.0	1.0	1.0	1.0
EXPH5	0.580665	0.559172	0.504004	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
EXT1	0.368309	0.324129	0.667025	0.0	0.0	0.0	PF03016	0	-0.125805	-0.10522599999999999	0.17499350000000002	0.0	0.0	0.0
EXT2	0.619919	0.534581	0.317038	0.0	0.0	0.0	PF03016	0	0.125805	0.10522599999999999	-0.17499349999999997	0.0	0.0	0.0
EYA1	0.351538	0.234701	0.756516	0.0	0.0	0.0	PF00702	0	-0.218495	-0.17725200000000002	0.272955	0.0	0.0	0.0
EYA4	0.602105	0.327252	0.487301	0.0	0.0	0.0	PF00702	0	0.03207199999999999	-0.08470100000000003	0.003740000000000021	0.0	0.0	0.0
EYS	0.706132	0.584588	0.308231	0.0	0.0	0.0	PF00008	0	0.035878555555555525	-0.06884366666666664	0.01196688888888886	0.0	0.0	0.0
F10	0.696678	0.7032	0.270717	0.0	0.0	0.0	PF00008	0	0.026424555555555562	0.049768333333333414	-0.02554711111111113	0.0	0.0	0.0
F12	0.644407	0.666748	0.275518	0.0	0.0	0.0	PF00008	0	-0.025846444444444505	0.013316333333333374	-0.020746111111111132	0.0	0.0	0.0
F13A1	0.66603	0.580957	0.242156	0.0	0.0	0.0	PF00927	0	0.047628000000000004	0.05287699999999995	-0.07790866666666665	0.0	0.0	0.0
F7	0.704656	0.724867	0.25365	0.0	0.0	0.0	PF00008	0	0.03440255555555549	0.0714353333333334	-0.04261411111111113	0.0	0.0	0.0
FA2H	0.680593	0.541355	0.313265	0.0	0.0	0.0	PF00173	0	0.03967233333333331	-0.033950000000000036	-0.005289999999999961	0.0	0.0	0.0
FADD	0.598012	0.697564	0.310025	0.0	0.0	0.0	PF00531	0	0.006207666666666722	-0.007188666666666732	-0.0023526666666666696	0.0	0.0	0.0
FAH	0.583287	0.629726	0.445613	0.0	0.0	0.0	PF01557	1	0.0	0.0	0.0	1.0	1.0	1.0
FAM111A	0.750947	0.473491	0.215816	0.0	0.0	0.0	PF13365	1	0.0	0.0	0.0	1.0	1.0	1.0
FAM126A	0.622559	0.560552	0.372742	1.0	1.0	1.0	PF09790	0	-0.01670450000000001	-0.066666	-0.042020999999999975	0.0	0.0	0.0
FAM149B1	0.662032	0.668726	0.369429	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FAM161A	0.737994	0.751152	0.236509	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FAM20A	0.674621	0.495842	0.299274	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FAM20C	0.587603	0.521755	0.400382	0.0	0.0	0.0	PF06702	1	0.0	0.0	0.0	1.0	1.0	1.0
FAN1	0.495384	0.21648	0.478485	0.0	0.0	0.0	PF21315	1	0.0	0.0	0.0	1.0	1.0	1.0
FANCA	0.437929	0.490101	0.519285	0.0	0.0	0.0	PF24783	1	0.0	0.0	0.0	1.0	1.0	1.0
FANCB	0.322845	0.218041	0.691681	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FANCC	0.520505	0.550622	0.359234	0.0	0.0	0.0	PF02106	1	0.0	0.0	0.0	1.0	1.0	1.0
FANCD2	0.470863	0.350718	0.490829	0.0	0.0	0.0	PF14631	1	0.0	0.0	0.0	1.0	1.0	1.0
FANCE	0.550844	0.474697	0.332316	0.0	0.0	0.0	PF11510	1	0.0	0.0	0.0	1.0	1.0	1.0
FANCF	0.582098	0.598997	0.426364	0.0	0.0	0.0	PF11107	1	0.0	0.0	0.0	1.0	1.0	1.0
FANCG	0.457734	0.591035	0.421739	0.0	0.0	0.0		1	0.0	0.0	0.0	1.0	1.0	1.0
FANCI	0.448723	0.315255	0.548904	0.0	0.0	0.0	PF14679	1	0.0	0.0	0.0	1.0	1.0	1.0
FANCL	0.392211	0.314115	0.385301	0.0	0.0	0.0	PF11793	1	0.0	0.0	0.0	1.0	1.0	1.0
FANCM	0.660836	0.238101	0.38558	0.0	0.0	0.0	PF00270	0	0.10045062500000002	-0.17978062500000003	-0.10249650000000005	0.0	0.0	0.0
FAR1	0.473802	0.420425	0.566881	0.0	0.0	0.0	PF07993	1	0.0	0.0	0.0	1.0	1.0	1.0
FARS2	0.62486	0.420909	0.376276	0.0	0.0	0.0	PF03147	1	0.0	0.0	0.0	1.0	1.0	1.0
FARSB	0.671194	0.54344	0.343336	0.0	0.0	0.0	PF03483	1	0.0	0.0	0.0	1.0	1.0	1.0
FAS	0.574557	0.701429	0.322199	0.0	0.0	0.0	PF00531	0	-0.01724733333333328	-0.0033236666666667247	0.009821333333333349	0.0	0.0	0.0
FAT4	0.454128	0.419016	0.674726	0.0	0.0	0.0	PF00028	0	-0.14444057142857147	-0.2305535714285714	0.17883600000000005	0.0	0.0	0.0
FBLN5	0.483127	0.440612	0.590217	0.0	0.0	0.0	PF12662	0	-0.014774999999999983	-0.08866442857142853	0.04931528571428567	0.0	0.0	0.0
