gene	pfam_family	is_singleton_family	pLI	pLI_missing	pLI_familyresid	pLI_familyresid_missing	LOEUF	LOEUF_missing	LOEUF_familyresid	LOEUF_familyresid_missing	mis_z	mis_z_missing	mis_z_familyresid	mis_z_familyresid_missing	paralog_count	paralog_count_missing	paralog_count_familyresid	paralog_count_familyresid_missing	tissue_specificity_tau	tissue_specificity_tau_missing	tissue_specificity_tau_familyresid	tissue_specificity_tau_familyresid_missing	log_abundance_ppm	log_abundance_ppm_missing	log_abundance_ppm_familyresid	log_abundance_ppm_familyresid_missing	PPI_degree	PPI_degree_missing	PPI_degree_familyresid	PPI_degree_familyresid_missing	HI_score	HI_score_missing	HI_score_familyresid	HI_score_familyresid_missing	TS_score	TS_score_missing	TS_score_familyresid	TS_score_familyresid_missing
CLN3	PF02487	1	5.3225e-14	0	0.0	0	1.022	0	0.0	0	0.97718	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.3911116137028025	0	0.0	0	13	0	0.0	0		1		1		1		1
CLN5	PF15014	1	3.9441e-10	0	0.0	0	1.197	0	0.0	0	0.27528	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.16761267272753008	0	0.0	0	10	0	0.0	0		1		1		1		1
CLN6	PF15156	1	8.7664e-06	0	0.0	0	1.015	0	0.0	0	0.55889	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.4101020766428606	0	0.0	0		1		1		1		1		1		1
CLN8	PF03798	1	1.9452e-06	0	0.0	0	1.183	0	0.0	0	-0.59713	0	0.0	0	5	0	0.0	0	0.2	0	0.0	0	-0.09528445472131904	0	0.0	0		1		1		1		1		1		1
CLPB		0	0.00035321	0		1	0.643	0		1	1.6433	0		1	0	0		1	0.8	0		1	0.7694511794020377	0		1	13	0		1		1		1		1		1
CLPP	PF00574	1	0.0061632	0	0.0	0	0.936	0	0.0	0	0.12828	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	1.79658127076655	0	0.0	0	6	0	0.0	0		1		1	0	0	0.0	0
CLRN1	PF25807	1	8.5957e-05	0	0.0	0	1.168	0	0.0	0	-0.36895	0	0.0	0	2	0	0.0	0	0.7	0	0.0	0	-2.154901959985743	0	0.0	0		1		1		1		1	0	0	0.0	0
CLTC	PF00637	1	1.0	0	0.0	0	0.104	0	0.0	0	10.229	0	0.0	0	2	0	0.0	0	0.2	0	0.0	0	2.4996884569658553	0	0.0	0	3	0	0.0	0	3	0	0.0	0	0	0	0.0	0
CNBP		0	0.94605	0		1	0.541	0		1	3.1262	0		1	3	0		1	0.2	0		1	1.887622925875492	0		1	83	0		1		1		1		1		1
CNGA1	PF16526	0	4.6542e-05	0	2.32709999515535e-05	0	0.779	0	-0.17349999999999988	0	1.0037	0	0.24755499999999997	0	17	0	0.0	0	0.8	0	0.10000000000000009	0	-1.5086383061657274	0	-0.13603314986433235	0	4	0	-9.0	0		1		1		1		1
CNGA3	PF16526	0	9.6893e-14	0	-2.32709999515535e-05	0	1.126	0	0.1735	0	0.50859	0	-0.24755500000000008	0	17	0	0.0	0	0.6	0	-0.09999999999999998	0	-1.2365720064370627	0	0.13603314986433235	0	22	0	9.0	0		1		1		1		1
CNGB1	PF00027	0	1.6912e-34	0	-0.3387695	0	0.94	0	0.3055	0	-0.26888	0	-2.369065	0	17	0	2.166666666666666	0	0.8	0	0.18333333333333346	0	-1.337242168318426	0	-0.27275320605880227	0		1		1		1		1		1		1
CNGB3	PF00027	0	8.5316e-20	0	-0.3387695	0	1.044	0	0.4095000000000001	0	-0.15051	0	-2.250695	0	17	0	2.166666666666666	0	0.6	0	-0.016666666666666607	0	-2.5228787452803374	0	-1.4583897830207138	0		1		1		1		1		1		1
CNKSR2		0		1		1		1		1		1		1	4	0		1	0.7	0		1	-1.2006594505464183	0		1		1		1	3	0		1	0	0		1
CNNM2	PF00571	0	1.0	0	0.7499993905246914	0	0.312	0	-0.43775000000000003	0	5.0163	0	2.474665	0	3	0	-2.4000000000000004	0	0.6	0	0.05999999999999994	0	-0.712198270069774	0	-0.3687762255579713	0	4	0	-8.0	0		1		1		1		1
CNNM4	PF00571	0	2.4379e-06	0	-0.24999817157530854	0	0.794	0	0.04425000000000001	0	2.9619	0	0.42026499999999967	0	3	0	-2.4000000000000004	0	0.6	0	0.05999999999999994	0	-0.4962093169428189	0	-0.1527872724310162	0	6	0	-6.0	0		1		1		1		1
CNOT2		0	0.99999	0		1	0.211	0		1	3.2082	0		1	1	0		1	0.2	0		1	0.6274682724597097	0		1	24	0		1		1		1	0	0		1
CNOT3	PF04153	1	1.0	0	0.0	0	0.057	0	0.0	0	3.7821	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	1.0644954267927278	0	0.0	0	34	0	0.0	0	0	0	0.0	0	0	0	0.0	0
CNPY3	PF11938	1	0.00026212	0	0.0	0	0.882	0	0.0	0	0.77674	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	1.2014244375799117	0	0.0	0	36	0	0.0	0		1		1		1		1
CNTNAP1	PF00754	0	1.514e-07	0	0.0	0	0.578	0	0.0	0	3.8452	0	0.0	0	35	0	17.0	0	0.6	0	-0.09999999999999998	0	0.42829681398287955	0	0.49134630535464097	0	17	0	0.0	0		1		1		1		1
CNTNAP2		0	1.9949e-18	0		1	0.721	0		1	0.26666	0		1	35	0		1	0.7	0		1	-0.8210230527068306	0		1		1		1		1		1	0	0		1
COA8		0	1.1686e-06	0		1	1.305	0		1	-1.074	0		1	0	0		1	0.6	0		1	-1.2676062401770316	0		1		1		1		1		1		1		1
COASY	PF01121	1	2.6657e-06	0	0.0	0	0.791	0	0.0	0	0.27059	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	1.3617467179758969	0	0.0	0	9	0	0.0	0		1		1		1		1
COG1		0	6.1028e-11	0		1	0.718	0		1	1.1315	0		1	0	0		1	0.2	0		1	0.3077099234048067	0		1	30	0		1		1		1		1		1
COG4		0	1.9463e-13	0		1	0.805	0		1	-0.0047756	0		1	1	0		1	0.2	0		1	0.6523430550627148	0		1	37	0		1		1		1		1		1
COG5		0	4.6848e-17	0		1	1.026	0		1	-0.53705	0		1	0	0		1	0.2	0		1	0.6840370374865198	0		1	31	0		1		1		1		1		1
COG7	PF10191	1	2.562e-05	0	0.0	0	0.651	0	0.0	0	1.302	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.5133507988059569	0	0.0	0	34	0	0.0	0		1		1	0	0	0.0	0
COG8		0	1.4237e-15	0		1	1.257	0		1	0.66344	0		1	0	0		1	0.2	0		1	0.3600250891893975	0		1	24	0		1		1		1	0	0		1
COL10A1	PF00386	0	0.01645	0	-0.06926025	0	0.855	0	-0.26900000000000013	0	0.015396	0	-0.6676679999999999	0	23	0	0.0	0	0.6	0	0.0	0	-1.0969100130080565	0	-2.872942441290273	0	8	0	-8.25	0		1		1		1		1
COL11A1	PF01410	0	1.0	0	0.22219716217111107	0	0.349	0	0.06477777777777777	0	1.0145	0	-2.6019666666666668	0	37	0	0.0	0	0.6	0	0.022222222222222143	0	-0.06198090252378971	0	-0.5492895690775261	0		1		1		1		1	0	0	0.0	0
COL11A2	PF01410	0	0.00022512	0	-0.777577717828889	0	0.503	0	0.2187777777777778	0	3.4045	0	-0.21196666666666664	0	37	0	0.0	0	0.7	0	0.12222222222222212	0	0.06483221973857377	0	-0.4224764468151626	0		1		1		1		1		1		1
COL13A1		0	1.5227e-19	0		1	0.886	0		1	-0.13261	0		1	37	0		1	0.6	0		1	-0.2628073572952627	0		1	1	0		1		1		1		1		1
COL17A1	PF01391	0	2.3058e-48	0	-0.0006012820328800766	0	0.909	0	-0.01911111111111108	0	0.79988	0	-0.04593122222222212	0	37	0	17.333333333333332	0	0.8	0	0.20000000000000007	0	-0.2732727909734277	0	-0.40687167123722	0		1		1		1		1		1		1
COL18A1		0	8.5915e-33	0		1	1.001	0		1	-2.8284	0		1	37	0		1	0.6	0		1	1.1461590556048182	0		1	29	0		1		1		1		1		1
COL1A1	PF01410	0	1.0	0	0.22219716217111107	0	0.159	0	-0.1252222222222222	0	5.7881	0	2.1716333333333333	0	37	0	0.0	0	0.6	0	0.022222222222222143	0	1.6674622924558062	0	1.18015362590207	0	22	0	12.0	0	3	0	1.0	0	0	0	0.0	0
COL1A2	PF01410	0	1.0	0	0.22219716217111107	0	0.339	0	0.054777777777777814	0	3.5486	0	-0.06786666666666674	0	37	0	0.0	0	0.6	0	0.022222222222222143	0	1.6191037702724662	0	1.13179510371873	0	3	0	-7.0	0	0	0	-2.0	0	0	0	0.0	0
COL25A1	PF01391	0	5.7892e-16	0	-0.0006012820328794976	0	1.034	0	0.10588888888888892	0	0.96891	0	0.12309877777777789	0	37	0	17.333333333333332	0	0.6	0	0.0	0	-1.3979400086720375	0	-1.5315388889358297	0	1	0	-10.6	0		1		1		1		1
COL27A1	PF01410	0	4.2046e-07	0	-0.7778024173688889	0	0.539	0	0.2547777777777778	0	1.2258	0	-2.3906666666666667	0	37	0	0.0	0	0.6	0	0.022222222222222143	0	-0.39469495385889053	0	-0.8820036204126269	0		1		1		1		1		1		1
COL2A1	PF01410	0	1.0	0	0.22219716217111107	0	0.183	0	-0.10122222222222221	0	5.3873	0	1.770833333333333	0	37	0	0.0	0	0.7	0	0.12222222222222212	0	0.2506639194632435	0	-0.23664474709049288	0	19	0	9.0	0	3	0	1.0	0	0	0	0.0	0
COL3A1	PF01410	0	1.0	0	0.22219716217111107	0	0.291	0	0.0067777777777777715	0	4.6137	0	0.997233333333333	0	37	0	0.0	0	0.6	0	0.022222222222222143	0	0.6999244027424767	0	0.2126157361887403	0	4	0	-6.0	0	3	0	1.0	0	0	0	0.0	0
COL4A1	PF01413	0	1.0	0	0.6666666665357834	0	0.238	0	-0.2799999999999999	0	4.9877	0	1.7593333333333336	0	37	0	0.0	0	0.6	0	0.2	0	0.7235377615320568	0	0.5057393155025347	0	9	0	4.333333333333333	0		1		1		1		1
COL4A3	PF01413	0	2.7709e-21	0	-0.3333333334642166	0	0.709	0	0.19100000000000006	0	2.4627	0	-0.7656666666666667	0	37	0	0.0	0	0.6	0	0.2	0	-0.1408617027054692	0	-0.3586601487349913	0		1		1		1		1	0	0	0.0	0
COL4A4	PF01413	0	3.9265e-10	0	-0.3333333330715666	0	0.607	0	0.08900000000000008	0	2.2347	0	-0.9936666666666665	0	37	0	0.0	0	0.2	0	-0.19999999999999996	0	0.10071508657308159	0	-0.11708335945644055	0	1	0	-3.666666666666667	0		1		1		1		1
COL4A5	PF01413	0		1		1		1		1		1		1	37	0	0.0	0	0.2	0	-0.19999999999999996	0	0.1878026387184193	0	-0.02999580731110285	0	4	0	-0.666666666666667	0	3	0	0.0	0	0	0	0.0	0
COL5A1	PF01410	0	1.0	0	0.22219716217111107	0	0.089	0	-0.1952222222222222	0	4.1992	0	0.5827333333333335	0	37	0	0.0	0	0.6	0	0.022222222222222143	0	0.4363217001397333	0	-0.050986966414003076	0	11	0	1.0	0	3	0	1.0	0	0	0	0.0	0
COL5A2	PF01410	0	1.0	0	0.22219716217111107	0	0.106	0	-0.17822222222222223	0	3.3665	0	-0.2499666666666669	0	37	0	0.0	0	0.2	0	-0.3777777777777778	0	0.10414555055400815	0	-0.38316311599972824	0	1	0	-9.0	0	0	0	-2.0	0	0	0	0.0	0
COL6A2	PF01391	0	5.0534e-23	0	-0.0006012820328800766	0	0.895	0	-0.03311111111111109	0	-0.91252	0	-1.758331222222222	0	37	0	17.333333333333332	0	0.2	0	-0.39999999999999997	0	2.1139466930207718	0	1.9803478127569796	0	36	0	24.4	0		1		1		1		1
COL6A3	PF01391	0	2.2106e-13	0	-0.0006012820326590165	0	0.564	0	-0.36411111111111116	0	2.1118	0	1.2659887777777779	0	12	0	-7.666666666666668	0	0.6	0	0.0	0	2.3579367517966356	0	2.2243378715328435	0		1		1		1		1		1		1
COL7A1	PF01391	0	1.4204e-56	0	-0.0006012820328800766	0	0.69	0	-0.23811111111111116	0	4.0644	0	3.2185887777777777	0	37	0	17.333333333333332	0	0.6	0	0.0	0	-0.48945498979338786	0	-0.6230538700571802	0		1		1		1		1		1		1
COL9A1		0	6.4083e-24	0		1	0.889	0		1	0.12097	0		1	37	0		1	0.6	0		1	-0.19586056766464957	0		1	4	0		1	0	0		1	0	0		1
COL9A2		0	3.1387e-14	0		1	0.817	0		1	0.15536	0		1	37	0		1	0.7	0		1	-0.4056074496245733	0		1		1		1	0	0		1	0	0		1
COL9A3		0	1.4149e-25	0		1	1.026	0		1	-1.6352	0		1	37	0		1	0.6	0		1	-0.6655462488490691	0		1		1		1		1		1		1		1
COLEC10	PF01391	0	0.0054092	0	0.004807917967119924	0	1.082	0	0.15388888888888896	0	0.24254	0	-0.6032712222222222	0	4	0	-15.666666666666668	0	0.8	0	0.20000000000000007	0	0.4032921451582542	0	0.2696932648944619	0	11	0	-0.5999999999999996	0		1		1		1		1
COLEC11	PF01391	0	2.3153e-06	0	-0.0005989667328800765	0	1.168	0	0.23988888888888882	0	1.6017	0	0.7558887777777777	0	4	0	-15.666666666666668	0	0.6	0	0.0	0	1.6954904323390683	0	1.5618915520752759	0	6	0	-5.6	0		1		1	0	0	0.0	0
COMP	PF11598	1	1.6355e-24	0	0.0	0	1.073	0	0.0	0	1.5119	0	0.0	0	5	0	0.0	0	0.8	0	0.0	0	1.6149077570334118	0	0.0	0	3	0	0.0	0		1		1		1		1
COPB2	PF04053	1	1.0	0	0.0	0	0.177	0	0.0	0	3.4692	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	1.754355981673324	0	0.0	0	5	0	0.0	0		1		1		1		1
COQ2	PF01040	1	0.00017758	0	0.0	0	1.032	0	0.0	0	-1.2344	0	0.0	0	1	0	0.0	0	0.6	0	0.0	0	-0.978810700930062	0	0.0	0	1	0	0.0	0		1		1	0	0	0.0	0
COQ4	PF05019	1	2.7347e-14	0	0.0	0	1.645	0	0.0	0	-0.084373	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-1.6575773191777938	0	0.0	0	19	0	0.0	0		1		1		1		1
COQ8A	PF03109	1	7.6305e-15	0	0.0	0	0.999	0	0.0	0	-0.50193	0	0.0	0	4	0	0.0	0	0.7	0	0.0	0	0.8756977619802079	0	0.0	0		1		1		1		1		1		1
COQ9	PF08511	1	8.0652e-09	0	0.0	0	1.035	0	0.0	0	0.3419	0	0.0	0	0	0	0.0	0	0.6	0	0.0	0	1.3765952043404752	0	0.0	0	1	0	0.0	0		1		1		1		1
CORO1A	PF08953	1	0.70891	0	0.0	0	0.572	0	0.0	0	3.0728	0	0.0	0	6	0	0.0	0	0.7	0	0.0	0	2.958564360993412	0	0.0	0	39	0	0.0	0		1		1	0	0	0.0	0
COX15	PF02628	1	5.8917e-16	0	0.0	0	1.198	0	0.0	0	1.6685	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.4442009888641595	0	0.0	0	1	0	0.0	0		1		1	0	0	0.0	0
COX16		0	0.00018572	0		1	1.373	0		1	0.00043046	0		1	2	0		1	0.2	0		1	-0.6675615400843947	0		1	3	0		1		1		1		1		1
COX4I1	PF02936	1	1.1962e-05	0	0.0	0	1.15	0	0.0	0	-0.21368	0	0.0	0	1	0	0.0	0	0.2	0	0.0	0	2.359837378818201	0	0.0	0	32	0	0.0	0		1		1		1		1
COX6B1	PF02297	1	0.98685	0	0.0	0	0.421	0	0.0	0	1.2958	0	0.0	0	1	0	0.0	0	0.6	0	0.0	0	2.4668691025853065	0	0.0	0	22	0	0.0	0		1		1	0	0	0.0	0
COX7B		0		1		1		1		1		1		1	1	0		1	0.6	0		1	-0.05848856736559697	0		1		1		1		1		1		1		1
CP	PF00394	1	4.9953e-07	0	0.0	0	0.624	0	0.0	0	1.607	0	0.0	0	35	0	0.0	0	0.8	0	0.0	0	3.4867139175848365	0	0.0	0	8	0	0.0	0		1		1		1		1
CPAMD8	PF00207	0	4.7182e-30	0	-6.346e-07	0	0.825	0	0.1419999999999999	0	0.68676	0	-1.87982	0	8	0	0.0	0	0.6	0	-0.09999999999999998	0	-1.214670164989233	0	-2.4894605575823086	0		1		1		1		1		1		1
CPAP	PF07202	1		1		1		1		1		1		1	1	0	0.0	0		1		1		1		1		1		1		1		1		1		1
CPLANE1	PF15392	1	2.7962e-36	0	0.0	0	0.728	0	0.0	0	2.7342	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-2.0969100130080562	0	0.0	0		1		1		1		1	0	0	0.0	0
CPS1	PF25596	1	1.7622e-19	0	0.0	0	0.764	0	0.0	0	1.7456	0	0.0	0	5	0	0.0	0	0.8	0	0.0	0	1.6031552027714753	0	0.0	0	15	0	0.0	0		1		1		1		1
CRADD	PF00619	0	0.033664	0	-0.11977080000000004	0	0.999	0	-0.007799999999999696	0	0.68636	0	0.23000999999999994	0	0	0	-5.2	0	0.2	0	-0.23999999999999994	0	0.2579184503140584	0	0.7019351282249904	0		1		1		1		1	0	0	0.0	0
CRAT	PF00755	0	9.8479e-21	0	-4.956757605e-17	0	1.111	0	0.06899999999999995	0	1.3003	0	0.313975	0	6	0	0.0	0	0.6	0	-0.04999999999999993	0	1.0828212609393293	0	1.2297859852707145	0	9	0	0.0	0		1		1		1		1
CRB1	PF00008	0	9.3619e-17	0	-1.1003023543612294e-06	0	0.776	0	-0.13877777777777778	0	0.63626	0	0.37480111111111114	0	0	0	-13.0	0	0.8	0	0.13333333333333353	0	0.025715383901340642	0	-0.7248621288779133	0		1		1		1		1		1		1
CRB2	PF00008	0	1.0689e-28	0	-1.1003023544548484e-06	0	1.202	0	0.28722222222222216	0	-2.058	0	-2.3194588888888887	0	3	0	-10.0	0	0.6	0	-0.06666666666666654	0	-0.7351821769904635	0	-1.4857596897697176	0		1		1		1		1		1		1
CRBN	PF02190	1	1.0366e-10	0	0.0	0	1.147	0	0.0	0	-0.91879	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	0.5515719736742537	0	0.0	0	11	0	0.0	0		1		1		1		1
CREBBP	PF00439	0	1.0	0	0.0	0	0.101	0	-0.0754	0	4.7763	0	0.4507000000000003	0	1	0	-2.1666666666666665	0	0.2	0	-0.06666666666666665	0	-0.20971483596675833	0	0.0692665151518555	0	11	0	3.25	0	3	0	0.0	0	0	0	0.0	0
CRLF1	PF09067	0	8.3681e-10	0	-0.07864499958159502	0	1.045	0	0.1975	0	0.52571	0	0.17606500000000003	0	23	0	0.0	0	0.6	0	0.0	0	-1.1191864077192086	0	-0.41717688278383325	0	9	0	0.0	0		1		1		1		1
CRPPA	PF01128	1	3.8872e-06	0	0.0	0	1.462	0	0.0	0	-1.6315	0	0.0	0	0	0	0.0	0	0.6	0	0.0	0	-1.0222763947111522	0	0.0	0		1		1		1		1		1		1
CRX	PF00046	0	0.72313	0	0.26086806920860534	0	0.673	0	-0.15321874999999996	0	1.0896	0	0.9543003124999999	0	50	0	17.352941176470587	0	0.8	0	0.14411764705882357	0	-1.4202164033831899	0	-0.25208473755658045	0		1		1		1		1		1		1
CRYAA	PF00525	0		1		1		1		1		1		1	8	0	0.0	0	0.7	0	0.050000000000000044	0	2.0969134873500144	0	-0.34527384782084614	0	47	0	8.5	0		1		1		1		1
CRYAB	PF00525	0	0.005468	0	0.0	0	1.18	0	0.0	0	1.1939	0	0.0	0	8	0	0.0	0	0.6	0	-0.04999999999999993	0	2.7874611829917066	0	0.34527384782084614	0	30	0	-8.5	0		1		1		1		1
CRYBA1	PF00030	0	2.5475e-05	0	-0.02219330234	0	0.987	0	-0.08700000000000008	0	1.2062	0	0.3769463999999999	0	14	0	0.0	0	0.0	0	-0.52	0	1.7649304466902818	0	0.010977758703982765	0		1		1	0	0	0.0	0	0	0	0.0	0
CRYBB1		0	0.0070272	0		1	0.789	0		1	1.3118	0		1	14	0		1	0.6	0		1	2.004325673706721	0		1	4	0		1		1		1		1		1
CRYBB2	PF00030	0	0.089294	0	0.06707522266	0	0.765	0	-0.30900000000000005	0	1.7421	0	0.9128464	0	14	0	0.0	0	0.6	0	0.07999999999999996	0	2.161370997359005	0	0.40741830937270596	0		1		1	0	0	0.0	0	0	0	0.0	0
CRYGC	PF00030	0	0.0018396	0	-0.02037917734	0	0.941	0	-0.13300000000000012	0	0.24242	0	-0.5868336000000001	0	14	0	0.0	0	0.8	0	0.28	0	1.8926565945905085	0	0.1387039066042095	0	2	0	-3.666666666666667	0	0	0	0.0	0	0	0	0.0	0
CRYGD	PF00030	0	6.8117e-06	0	-0.022211965639999998	0	1.796	0	0.722	0	0.096428	0	-0.7328256000000001	0	14	0	0.0	0	0.6	0	0.07999999999999996	0	0.9685296443748396	0	-0.7854230436114594	0	9	0	3.333333333333333	0		1		1		1		1
CRYGS	PF00030	0	0.019928	0	-0.0022907773399999977	0	0.881	0	-0.19300000000000006	0	0.85912	0	0.02986639999999996	0	14	0	0.0	0	0.6	0	0.07999999999999996	0	1.9822757569168599	0	0.22832306893056087	0	6	0	0.33333333333333304	0		1		1		1		1
CSF1R	PF00047	0	0.97537	0	0.24691998273350002	0	0.485	0	-0.0635	0	2.4273	0	-0.2750750000000002	0	53	0	7.5	0	0.6	0	0.10000000000000003	0	1.017075096376059	0	0.8514018174499005	0	1	0	-6.5	0		1		1		1		1
CSF2RB	PF21460	1	0.9326	0	0.0	0	0.511	0	0.0	0	0.88803	0	0.0	0	7	0	0.0	0	0.6	0	0.0	0	-1.8860566476931633	0	0.0	0		1		1		1		1		1		1
CSF3R	PF00041	0	3.6121e-09	0	-0.2999953171797707	0	0.726	0	0.08799999999999997	0	2.4079	0	0.6979690000000003	0	23	0	-3.5	0	0.6	0	1.1102230246251565e-16	0	-1.8860566476931633	0	-1.3449265461734083	0		1		1		1		1		1		1
CSNK2A1	PF00069	0	1.0	0	0.605475708144992	0	0.274	0	-0.38057142857142856	0	5.3272	0	3.073329523809524	0	4	0	-12.375	0	0.2	0	-0.1333333333333333	0	1.5105584141504382	0	1.448420453352976	0	87	0	65.78260869565217	0		1		1	0	0	0.0	0
CSNK2B	PF01214	1	0.99996	0	0.0	0	0.237	0	0.0	0	3.7843	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	1.8293102067756908	0	0.0	0	64	0	0.0	0		1		1		1		1
CSPP1		0	1.8241e-09	0		1	0.876	0		1	0.73622	0		1	0	0		1	0.2	0		1	-0.6861327796308466	0		1	3	0		1		1		1	0	0		1
CSRP3	PF00412	0	1.039e-07	0	4.0411000000000004e-08	0	1.307	0	0.16100000000000003	0	0.46588	0	0.42775	0	2	0	-19.333333333333332	0	0.6	0	-0.033333333333333326	0	1.4548600981440498	0	-0.34792974113232167	0	2	0	0.0	0		1		1		1		1
CSTA		0	0.12232	0		1	1.219	0		1	-0.20959	0		1	1	0		1	0.6	0		1	2.086363390450994	0		1	11	0		1		1		1		1		1
CSTB	PF00031	1	0.0029059	0	0.0	0	1.681	0	0.0	0	-0.24896	0	0.0	0	1	0	0.0	0	0.8	0	0.0	0	2.58206449980677	0	0.0	0	5	0	0.0	0		1		1	0	0	0.0	0
CTBP1		0	0.9459	0		1	0.533	0		1	2.2636	0		1	3	0		1	0.2	0		1	1.3344738569115375	0		1	39	0		1		1		1		1		1
CTC1	PF15489	1	4.0781e-18	0	0.0	0	0.776	0	0.0	0	1.0969	0	0.0	0	0	0	0.0	0	0.2	0	0.0	0	-1.3979400086720375	0	0.0	0	26	0	0.0	0		1		1	0	0	0.0	0
CTCF	PF00096	0	1.0	0	0.19458064285714283	0	0.205	0	-0.23907142857142863	0	4.8464	0	2.8978135714285713	0	36	0	21.6	0	0.2	0	-0.2866666666666666	0	0.8797264966395772	0	1.5582803524054396	0	38	0	25.583333333333336	0	3	0	0.6666666666666665	0	0	0	0.0	0
CTDP1		0	2.7597e-05	0		1	0.65	0		1	0.82764	0		1	0	0		1	0.2	0		1	0.06483221973857377	0		1	6	0		1		1		1		1		1
CTH	PF01053	1	1.0152e-10	0	0.0	0	1.078	0	0.0	0	0.67056	0	0.0	0	14	0	0.0	0	0.8	0	0.0	0	0.7642508754387732	0	0.0	0	16	0	0.0	0		1		1	0	0	0.0	0
CTNNA2		0	0.97551	0		1	0.491	0		1	3.6947	0		1	4	0		1	0.7	0		1	0.6243852414202651	0		1	10	0		1		1		1		1		1
CTNNB1	PF00514	0	1.0	0	0.0	0	0.139	0	-0.023999999999999994	0	5.7223	0	1.49395	0	4	0	-1.0	0	0.2	0	0.0	0	1.5415917234937693	0	-0.10561619033705161	0	24	0	7.0	0	3	0	0.0	0	0	0	0.0	0
CTNND1	PF00514	0	1.0	0	0.0	0	0.187	0	0.023999999999999994	0	2.7344	0	-1.49395	0	6	0	1.0	0	0.2	0	0.0	0	1.7528241041678725	0	0.10561619033705161	0	10	0	-7.0	0		1		1		1		1
CTNND2		0	1.0	0		1	0.228	0		1	2.5135	0		1	6	0		1	0.8	0		1	-0.29157909986528724	0		1	4	0		1		1		1	0	0		1
CTNS	PF04193	0	0.0010072	0	0.00049657	0	0.754	0	-0.11499999999999999	0	0.64366	0	-0.04325000000000001	0	0	0	-0.5	0	0.2	0	0.0	0	-1.9208187539523751	0	-1.5527692845513232	0		1		1		1		1	0	0	0.0	0
CTSA	PF00450	1	1.4137e-09	0	0.0	0	0.851	0	0.0	0	1.6492	0	0.0	0	2	0	0.0	0	0.6	0	0.0	0	1.502440776828883	0	0.0	0	8	0	0.0	0		1		1		1		1
CTSC	PF08773	1	2.2986e-08	0	0.0	0	1.051	0	0.0	0	-0.54589	0	0.0	0	12	0	0.0	0	0.2	0	0.0	0	1.4518017813479311	0	0.0	0	5	0	0.0	0		1		1		1		1
CTSD	PF07966	1	1.4812e-06	0	0.0	0	0.886	0	0.0	0	1.2419	0	0.0	0	9	0	0.0	0	0.2	0	0.0	0	2.033427776713536	0	0.0	0	1	0	0.0	0		1		1		1		1
CTSF	PF08246	0	1.0803e-23	0	-0.0034408	0	1.296	0	0.274	0	-0.64111	0	-1.4032049999999998	0	12	0	0.0	0	0.6	0	0.0	0	-0.3585258894959005	0	-0.14600658867230296	0	37	0	16.0	0		1		1		1		1
CTSK	PF08246	0	0.0068816	0	0.0034408	0	0.748	0	-0.274	0	2.1653	0	1.4032049999999998	0	12	0	0.0	0	0.6	0	0.0	0	-0.06651271215129456	0	0.14600658867230296	0	5	0	-16.0	0		1		1		1		1
CTU2		0	5.4023e-34	0		1	1.535	0		1	-5.9994	0		1	0	0		1	0.2	0		1	-0.1337126609158051	0		1	30	0		1		1		1		1		1
CUBN	PF00431	0	1.0686e-57	0	-0.14276989966666667	0	0.756	0	-0.06366666666666687	0	1.0005	0	-0.16719166666666663	0	35	0	15.0	0	0.8	0	0.16666666666666663	0	0.30124708863621136	0	-0.2108813706545059	0		1		1		1		1	0	0	0.0	0
CUL3	PF00888	1	0.99999	0	0.0	0	0.365	0	0.0	0	5.156	0	0.0	0	7	0	0.0	0	0.6	0	0.0	0	1.2279124017517482	0	0.0	0	53	0	0.0	0		1		1		1		1
CUL4B		0		1		1		1		1		1		1	7	0		1	0.2	0		1	0.8932622858879914	0		1	38	0		1	3	0		1	0	0		1
CUL7		0	1.197e-11	0		1	0.62	0		1	2.9059	0		1	1	0		1	0.2	0		1	-0.46597389394386496	0		1	27	0		1		1		1		1		1
CWC27		0	4.1569e-06	0		1	1.181	0		1	0.75484	0		1	22	0		1	0.2	0		1	0.6600112212893308	0		1	7	0		1		1		1		1		1
CXCR4		0	0.96908	0		1	0.514	0		1	2.6131	0		1	23	0		1	0.6	0		1	0.5933968423002067	0		1	169	0		1		1		1		1		1
CYB5A	PF00173	0	0.038003	0	0.02355546666541313	0	1.198	0	0.16966666666666663	0	0.33298	0	0.09357333333333331	0	1	0	0.6666666666666667	0	0.6	0	0.10000000000000003	0	2.3502499571444866	0	1.8680394415725043	0	5	0	-3.0	0		1		1	0	0	0.0	0
