gene	uniprot_id	ec_numbers	keyword_ids	enzyme_4class	multi_class_flag	uniprot_missing_flag
D2HGDH	Q8N465	1.1.99.39;1;.;9;3	KW-0002;KW-0025;KW-0225;KW-0274;KW-0285;KW-0479;KW-0496;KW-0560;KW-1267;KW-1185	oxidoreductase	0	0
DAG1	Q14118		KW-0002;KW-0068;KW-0084;KW-1003;KW-0912;KW-0963;KW-0206;KW-0225;KW-1015;KW-1215	non-enzyme	0	0
DARS2	Q6PI48	6.1.1.12;6;.;1;2	KW-0002;KW-0007;KW-0030;KW-0067;KW-0225;KW-1017;KW-0436;KW-0472;KW-0496;KW-0547	non-enzyme	0	0
DBH	P09172	1.14.17.1;1;.;4;7	KW-0002;KW-0127;KW-0186;KW-0968;KW-0903;KW-0225;KW-1015;KW-0325;KW-0472;KW-0479	oxidoreductase	0	0
DBT	P11182	2.3.1.168;2;.;3;1;6;8	KW-0002;KW-0007;KW-0012;KW-0903;KW-0225;KW-0450;KW-0466;KW-0496;KW-0597;KW-1267	non-enzyme	0	0
DCAF17	Q5H9S7		KW-0025;KW-0209;KW-0219;KW-1063;KW-0991;KW-0472;KW-0539;KW-1267;KW-1185;KW-0812	non-enzyme	0	0
DCC	P43146		KW-0002;KW-0053;KW-0217;KW-0225;KW-1015;KW-0325;KW-0393;KW-0991;KW-0472;KW-0597	non-enzyme	0	0
DCDC2	Q9UHG0		KW-0002;KW-0025;KW-0966;KW-1186;KW-0970;KW-0963;KW-0206;KW-0209;KW-0225;KW-0983	non-enzyme	0	0
DCHS1	Q96JQ0		KW-0002;KW-0106;KW-0130;KW-1003;KW-0209;KW-0225;KW-0325;KW-0991;KW-0472;KW-0597	non-enzyme	0	0
DCLRE1C	Q96SD1	3.1.-.-	KW-0002;KW-1064;KW-0025;KW-0225;KW-0227;KW-0233;KW-0234;KW-0255;KW-0269;KW-0378	non-enzyme	0	0
DCN				non-enzyme	0	1
DCPS	Q96C86	3.6.1.59;3;.;6;1;5;9	KW-0002;KW-0007;KW-0963;KW-0903;KW-0225;KW-0378;KW-0991;KW-0507;KW-0508;KW-0539	non-enzyme	0	0
DCX	O43602		KW-0002;KW-0025;KW-0966;KW-0160;KW-0963;KW-0217;KW-0221;KW-0225;KW-0887;KW-0451	non-enzyme	0	0
DDB2	Q92466		KW-0002;KW-0007;KW-0025;KW-0158;KW-0225;KW-0227;KW-0234;KW-0238;KW-0539;KW-0597	non-enzyme	0	0
DDC	P20711	4.1.1.28;4;.;1;2;8	KW-0002;KW-0007;KW-0025;KW-0127;KW-0210;KW-0225;KW-0456;KW-1267;KW-0663;KW-1185	non-enzyme	0	0
DDHD1	Q8NEL9	3.1.1.111;3.1.1.32;3.1.1.118;3;.;1;8;2	KW-0025;KW-0963;KW-0890;KW-0378;KW-0443;KW-0523;KW-1208;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
DDHD2	O94830	3.1.1.3;3.1.1.-;3;.;1	KW-0025;KW-0963;KW-0225;KW-0333;KW-0890;KW-0378;KW-0442;KW-0443;KW-0523;KW-0597	non-enzyme	0	0
DDOST	P39656		KW-0002;KW-0025;KW-0900;KW-0225;KW-0256;KW-0472;KW-1267;KW-1185;KW-0732;KW-0812	non-enzyme	0	0
DDX11				non-enzyme	0	1
DDX3X	O00571	3.6.4.13;3;.;6;4;1	KW-0002;KW-0007;KW-0025;KW-0053;KW-0067;KW-1003;KW-0966;KW-0159;KW-0963;KW-0206	non-enzyme	0	0
DDX41	Q9UJV9	3.6.4.13;3;.;6;4;1	KW-0002;KW-0007;KW-0067;KW-0963;KW-0225;KW-0347;KW-0378;KW-1017;KW-0479;KW-0507	non-enzyme	0	0
DEAF1	O75398		KW-0002;KW-0025;KW-0963;KW-0217;KW-0225;KW-0238;KW-0887;KW-0991;KW-0479;KW-0524	non-enzyme	0	0
DEGS1	O15121	1.14.19.17;5.2.1.-;1;.;4;9;7	KW-0225;KW-0256;KW-0275;KW-0276;KW-0413;KW-1026;KW-0444;KW-0443;KW-0449;KW-0472	oxidoreductase	0	0
DENND5A				non-enzyme	0	1
DEPDC5				non-enzyme	0	1
DGAT1	O75907	2.3.1.20;2.3.1.76;2;.;3;1;0;7;6	KW-0002;KW-0012;KW-0225;KW-0256;KW-0443;KW-0472;KW-0597;KW-1267;KW-1185;KW-0808	non-enzyme	0	0
DGUOK	Q16854	2.7.1.113;2.7.1.76;2;.;7;1;3;6	KW-0002;KW-0007;KW-0025;KW-0067;KW-0225;KW-0418;KW-0496;KW-0622;KW-0547;KW-1274	kinase	0	0
DHCR24	Q15392	1.3.1.72;1;.;3;7;2	KW-0025;KW-0152;KW-0153;KW-0225;KW-0256;KW-0274;KW-0285;KW-0333;KW-0444;KW-0443	oxidoreductase	0	0
DHCR7	Q9UBM7	1.3.1.21;3.3.2.11;1;.;3;2	KW-0152;KW-0153;KW-0225;KW-0256;KW-0378;KW-0444;KW-0443;KW-0472;KW-0521;KW-0560	oxidoreductase	0	0
DHFR	P00374	1.5.1.3;1;.;5;3	KW-0002;KW-0025;KW-0963;KW-0225;KW-0487;KW-0496;KW-0521;KW-0539;KW-0554;KW-0560	oxidoreductase	0	0
DHH	O43323	3.1.-.-	KW-0002;KW-0068;KW-0106;KW-1003;KW-0217;KW-0225;KW-0256;KW-0333;KW-0378;KW-0449	non-enzyme	0	0
DHODH	Q02127	1.3.5.2;1;.;3;5;2	KW-0002;KW-0225;KW-0285;KW-0288;KW-0472;KW-0496;KW-0999;KW-0560;KW-1267;KW-0665	oxidoreductase	0	0
DHTKD1				non-enzyme	0	1
DICER1	Q9UPY3	3.1.26.3;3;.;1;2;6	KW-0002;KW-0025;KW-0067;KW-0963;KW-0225;KW-0255;KW-0347;KW-0945;KW-0378;KW-0460	non-enzyme	0	0
DIS3L2	Q8IYB7	3.1.13.-	KW-0002;KW-0007;KW-0025;KW-0131;KW-0132;KW-0963;KW-0225;KW-0269;KW-0378;KW-0460	non-enzyme	0	0
DKC1	O60832	5.4.99.-	KW-0002;KW-0007;KW-0025;KW-0898;KW-0963;KW-0209;KW-0903;KW-0225;KW-1011;KW-0413	non-enzyme	0	0
DLAT	P10515	2.3.1.12;2;.;3;1	KW-0002;KW-0007;KW-0012;KW-0119;KW-0313;KW-0450;KW-0496;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
DLD	P09622	1.8.1.4;1;.;8;4	KW-0002;KW-0007;KW-0025;KW-0966;KW-0969;KW-0968;KW-0225;KW-1015;KW-0274;KW-0282	oxidoreductase	0	0
DLG3				non-enzyme	0	1
DLG4	P78352		KW-0002;KW-0025;KW-1003;KW-0966;KW-0963;KW-0225;KW-0991;KW-0449;KW-0472;KW-0564	non-enzyme	0	0
DLL3				non-enzyme	0	1
DLL4	Q9NR61		KW-0002;KW-0037;KW-1003;KW-0217;KW-0221;KW-0903;KW-0225;KW-1015;KW-0245;KW-0325	non-enzyme	0	0
DMD	P11532		KW-0002;KW-0009;KW-0877;KW-0025;KW-0106;KW-0122;KW-1003;KW-0963;KW-0206;KW-0225	non-enzyme	0	0
DMGDH	Q9UI17	1.5.8.4;1;.;5;8;4	KW-0002;KW-0007;KW-0025;KW-0225;KW-0274;KW-0285;KW-0496;KW-0560;KW-1267;KW-1185	oxidoreductase	0	0
DMP1	Q13316		KW-0025;KW-0091;KW-0963;KW-0272;KW-0325;KW-0539;KW-0597;KW-1267;KW-1185;KW-0964	non-enzyme	0	0
DMPK				non-enzyme	0	1
DNAAF11	Q86X45		KW-0025;KW-0966;KW-1186;KW-0969;KW-0175;KW-0963;KW-0225;KW-0282;KW-1012;KW-0433	non-enzyme	0	0
DNAAF19				non-enzyme	0	1
DNAAF3	Q8N9W5		KW-0025;KW-1186;KW-0970;KW-0963;KW-0225;KW-1012;KW-0990;KW-1267;KW-1185	non-enzyme	0	0
DNAAF4				non-enzyme	0	1
DNAAF6				non-enzyme	0	1
DNAH5	Q8TE73		KW-0002;KW-0067;KW-0966;KW-1186;KW-0969;KW-0175;KW-0963;KW-0206;KW-0225;KW-0243	non-enzyme	0	0
DNAH9	Q9NYC9		KW-0002;KW-0025;KW-0067;KW-0966;KW-1186;KW-0969;KW-0970;KW-0175;KW-0963;KW-0206	non-enzyme	0	0
DNAJB2	P25686		KW-0002;KW-0007;KW-0025;KW-0143;KW-0963;KW-0256;KW-0449;KW-0472;KW-0488;KW-0523	non-enzyme	0	0
DNAJB6	O75190		KW-0002;KW-0025;KW-0143;KW-0963;KW-0903;KW-0225;KW-0947;KW-0488;KW-0539;KW-0597	non-enzyme	0	0
DNAJC12	Q9UKB3		KW-0002;KW-0007;KW-0025;KW-0143;KW-0963;KW-0225;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
DNAJC6	O75061	3.1.3.-	KW-0007;KW-0025;KW-0143;KW-0968;KW-0225;KW-0378;KW-0523;KW-0907;KW-0908;KW-0597	non-enzyme	0	0
DNM1	Q05193	3.6.5.5;3;.;6;5	KW-0002;KW-0025;KW-1003;KW-0966;KW-0168;KW-0968;KW-0225;KW-0254;KW-0887;KW-0342	non-enzyme	0	0
DNM1L	O00429	3.6.5.5;3;.;6;5	KW-0002;KW-0007;KW-0025;KW-0090;KW-0168;KW-0963;KW-0968;KW-0225;KW-0254;KW-0325	non-enzyme	0	0
DNMT3A	Q9Y6K1	2.1.1.37;2.1.1.-;2;.;1;3;7	KW-0002;KW-0877;KW-0025;KW-0156;KW-0158;KW-0963;KW-0225;KW-0238;KW-0242;KW-0991	non-enzyme	0	0
DNMT3B	Q9UBC3	2.1.1.37;2;.;1;3;7	KW-0002;KW-0010;KW-0025;KW-0164;KW-0225;KW-0238;KW-1017;KW-0479;KW-0489;KW-0539	non-enzyme	0	0
DOCK2	Q92608		KW-0002;KW-0007;KW-0025;KW-0963;KW-0206;KW-0225;KW-0344;KW-0472;KW-0597;KW-1267	non-enzyme	0	0
DOCK6	Q96HP0		KW-0963;KW-0344;KW-0488;KW-0597;KW-1267;KW-1185	non-enzyme	0	0
DOCK7	Q96N67		KW-0002;KW-0007;KW-0025;KW-0966;KW-0175;KW-0217;KW-0221;KW-0887;KW-0344;KW-0488	non-enzyme	0	0
DOCK8	Q8NF50		KW-0025;KW-1003;KW-0966;KW-0160;KW-0963;KW-0225;KW-0344;KW-0991;KW-0472;KW-0597	non-enzyme	0	0
DOK7	Q18PE1		KW-0025;KW-1003;KW-1004;KW-0225;KW-0446;KW-0472;KW-1267;KW-1185;KW-0770	non-enzyme	0	0
DOLK	Q9UPQ8	2.7.1.108;2;.;7;1;0;8	KW-0900;KW-0225;KW-0256;KW-0418;KW-0443;KW-0472;KW-1267;KW-1185;KW-0808;KW-0812	kinase	0	0
DPAGT1	Q9H3H5	2.7.8.15;2;.;7;8;1;5	KW-0002;KW-0025;KW-0900;KW-1004;KW-0225;KW-0256;KW-0325;KW-0328;KW-0460;KW-0472	kinase	0	0
DPF2	Q92785		KW-0002;KW-0007;KW-0025;KW-0053;KW-0156;KW-0963;KW-0225;KW-0991;KW-1017;KW-0479	non-enzyme	0	0
DPM1	O60762	2.4.1.83;2;.;4;1;8;3	KW-0007;KW-0900;KW-0912;KW-0225;KW-1215;KW-0256;KW-0328;KW-0460;KW-0464;KW-0479	non-enzyme	0	0
DPM3	Q9P2X0		KW-0025;KW-0900;KW-0912;KW-0903;KW-0225;KW-1215;KW-0256;KW-0472;KW-1267;KW-1185	non-enzyme	0	0
DPYD	Q12882	1.3.1.2;1;.;3;2	KW-0004;KW-0007;KW-0025;KW-0963;KW-0903;KW-0225;KW-0274;KW-0285;KW-0288;KW-0408	oxidoreductase	0	0
DPYS	Q14117	3.5.2.2;3;.;5;2	KW-0002;KW-0225;KW-0378;KW-0479;KW-0597;KW-1267;KW-1185;KW-0862	non-enzyme	0	0
DRAM2	Q6UX65		KW-0053;KW-0072;KW-1003;KW-0182;KW-0225;KW-0458;KW-0472;KW-1267;KW-1185;KW-0812	non-enzyme	0	0
DRC1				non-enzyme	0	1
DRC2				non-enzyme	0	1
DRC4				non-enzyme	0	1
DSE	Q9UL01	5.1.3.19;5;.;1;3;9	KW-0002;KW-0968;KW-0225;KW-0248;KW-0256;KW-0325;KW-0333;KW-0413;KW-0464;KW-0472	non-enzyme	0	0
DSG1				non-enzyme	0	1
DSG4	Q86SJ6		KW-0025;KW-0106;KW-0130;KW-0965;KW-1003;KW-0165;KW-0225;KW-0325;KW-1063;KW-0472	non-enzyme	0	0
DSP	P15924		KW-0002;KW-0025;KW-0122;KW-0965;KW-1003;KW-0966;KW-0175;KW-0963;KW-0225;KW-0238	non-enzyme	0	0
DSPP	Q9NZW4		KW-0091;KW-0106;KW-0209;KW-0225;KW-0272;KW-0325;KW-0597;KW-1267;KW-1185;KW-0964	non-enzyme	0	0
DSTYK				non-enzyme	0	1
DTNBP1				non-enzyme	0	1
DUOX2	Q9NRD8	1.-.-.-;1.11.1.-;1.6.3.1;1;.;6;3	KW-0106;KW-0965;KW-1003;KW-0984;KW-0225;KW-1015;KW-0274;KW-0285;KW-0325;KW-0376	oxidoreductase	0	0
DVL1				non-enzyme	0	1
DVL3				non-enzyme	0	1
DYM	Q7RTS9		KW-0025;KW-0963;KW-0225;KW-0242;KW-0333;KW-0449;KW-0472;KW-0519;KW-1267;KW-1185	non-enzyme	0	0
DYNC1I2	Q13409		KW-0002;KW-0007;KW-0025;KW-0963;KW-0206;KW-0903;KW-0225;KW-0243;KW-0945;KW-0991	non-enzyme	0	0
DYNC2H1	Q8NCM8		KW-0002;KW-0025;KW-0067;KW-1003;KW-0966;KW-1186;KW-0969;KW-0970;KW-0175;KW-0963	non-enzyme	0	0
DYNC2I1	Q8WVS4		KW-0002;KW-0966;KW-1186;KW-0969;KW-0970;KW-0963;KW-0206;KW-0225;KW-0597;KW-1267	non-enzyme	0	0
DYRK1A	Q13627	2.7.11.23;2.7.12.1;2;.;7;1;3	KW-0002;KW-0025;KW-0067;KW-0945;KW-0991;KW-0418;KW-0547;KW-0539;KW-0597;KW-1267	kinase	0	0
DYSF	O75923		KW-0002;KW-0877;KW-0025;KW-0106;KW-1003;KW-0968;KW-0225;KW-0967;KW-0947;KW-0446	non-enzyme	0	0
EBF3	Q9H4W6		KW-0002;KW-0010;KW-0025;KW-0217;KW-0225;KW-0238;KW-0991;KW-0479;KW-0539;KW-1267	non-enzyme	0	0
EBP	Q15125	5.3.3.5;3.3.2.11;5;.;3;2;1	KW-0002;KW-0007;KW-0898;KW-0152;KW-0153;KW-0968;KW-0225;KW-0242;KW-0256;KW-0378	non-enzyme	0	0
ECEL1	O95672	3.4.24.-	KW-0025;KW-0225;KW-1015;KW-0325;KW-0378;KW-0472;KW-0479;KW-0482;KW-0645;KW-1267	protease	0	0
ECHS1	P30084	4.2.1.17;5.3.3.8;4;.;2;1;7;5;3;8	KW-0002;KW-0007;KW-0903;KW-0225;KW-0276;KW-0413;KW-0443;KW-0456;KW-0496;KW-0523	non-enzyme	0	0
ECM1				non-enzyme	0	1
EDA	Q92838		KW-0002;KW-0025;KW-1003;KW-0165;KW-0176;KW-0202;KW-0217;KW-0221;KW-0225;KW-1015	non-enzyme	0	0
EDAR	Q9UNE0		KW-0002;KW-0025;KW-0053;KW-0217;KW-0221;KW-0903;KW-0225;KW-1015;KW-0038;KW-0325	non-enzyme	0	0
EDC3	Q96F86		KW-0002;KW-0963;KW-0225;KW-0991;KW-0597;KW-1267;KW-1185;KW-0694	non-enzyme	0	0
EDEM3	Q9BZQ6	3.2.1.113;3;.;2;1	KW-0025;KW-0900;KW-0256;KW-0325;KW-0378;KW-0479;KW-1267;KW-1185;KW-0732;KW-0834	non-enzyme	0	0
EDN1	P05305		KW-0002;KW-0165;KW-0903;KW-0225;KW-1015;KW-1267;KW-1185;KW-0964;KW-0732;KW-0838	non-enzyme	0	0
EDN3	P14138		KW-0002;KW-0025;KW-0165;KW-0209;KW-0903;KW-0225;KW-1015;KW-0367;KW-1267;KW-1185	non-enzyme	0	0
EDNRA	P25101		KW-0002;KW-0025;KW-1003;KW-0225;KW-1015;KW-0297;KW-0325;KW-1063;KW-0472;KW-0597	non-enzyme	0	0
EDNRB	P24530		KW-0002;KW-0015;KW-0025;KW-1003;KW-0209;KW-0225;KW-1015;KW-0297;KW-0325;KW-0367	non-enzyme	0	0
EEF1A2	Q05639	3.6.5.-	KW-0002;KW-0007;KW-1268;KW-0225;KW-0251;KW-0256;KW-0887;KW-0342;KW-0378;KW-0991	non-enzyme	0	0
EFEMP2	O95967		KW-0002;KW-0084;KW-0106;KW-0903;KW-0225;KW-1015;KW-0245;KW-0272;KW-0325;KW-1267	non-enzyme	0	0
EFL1	Q7Z2Z2	3.6.5.-	KW-0002;KW-0007;KW-0025;KW-0225;KW-0251;KW-0342;KW-0378;KW-0547;KW-0648;KW-1267	non-enzyme	0	0
EFNB1	P98172		KW-0002;KW-1003;KW-0989;KW-0217;KW-0221;KW-0903;KW-0225;KW-1015;KW-0325;KW-0472	non-enzyme	0	0
EFTUD2	Q15029		KW-0002;KW-0007;KW-0025;KW-0225;KW-0342;KW-0991;KW-1017;KW-0507;KW-0508;KW-0547	non-enzyme	0	0
EGFR	P00533	2.7.10.1;2;.;7;1;0	KW-0002;KW-0025;KW-0067;KW-1003;KW-0217;KW-0903;KW-0225;KW-1015;KW-0256;KW-0967	kinase	0	0
EGLN1	Q9GZT9	1.14.11.29;1;.;4;2;9	KW-0002;KW-0007;KW-0025;KW-0985;KW-0963;KW-0223;KW-0225;KW-0408;KW-0479;KW-0539	oxidoreductase	0	0
EGR2	P11161	2.3.2.-	KW-0007;KW-0010;KW-0025;KW-0144;KW-0213;KW-0225;KW-0238;KW-0479;KW-0523;KW-0622	non-enzyme	0	0
EHMT1	Q9H9B1	2.1.1.-;2.1.1.367;2;.;1;3;6;7	KW-0002;KW-0007;KW-0025;KW-0040;KW-0156;KW-0158;KW-0225;KW-0991;KW-1017;KW-0479	non-enzyme	0	0
EIF2AK3	Q9NZJ5	2.7.11.1;2.7.10.2;2;.;7;1;0	KW-0002;KW-0013;KW-0067;KW-0219;KW-0225;KW-0256;KW-0325;KW-0418;KW-0472;KW-0547	kinase	0	0
EIF2AK4	Q9P2K8	2.7.11.1;2;.;7;1	KW-0002;KW-0007;KW-1072;KW-0010;KW-1064;KW-0025;KW-0051;KW-0067;KW-0131;KW-0175	kinase	0	0
EIF2B1	Q14232		KW-0002;KW-0007;KW-0025;KW-0963;KW-0225;KW-0396;KW-1026;KW-0648;KW-1267;KW-1185	non-enzyme	0	0
EIF2B2	P49770		KW-0002;KW-0963;KW-0225;KW-0396;KW-1026;KW-0648;KW-1267;KW-1185	non-enzyme	0	0
EIF2B3	Q9NR50		KW-0002;KW-0007;KW-0025;KW-0963;KW-0903;KW-0225;KW-0396;KW-1026;KW-0597;KW-0648	non-enzyme	0	0
EIF2B4	Q9UI10		KW-0002;KW-0007;KW-0025;KW-0963;KW-0225;KW-0396;KW-1026;KW-0597;KW-0648;KW-1267	non-enzyme	0	0
EIF2B5	Q13144		KW-0002;KW-0007;KW-0963;KW-0225;KW-0396;KW-1017;KW-1026;KW-0488;KW-0597;KW-0648	non-enzyme	0	0
EIF2S3	P41091	3.6.5.3;3;.;6;5	KW-0002;KW-0007;KW-0963;KW-0903;KW-0225;KW-0887;KW-0342;KW-0378;KW-0396;KW-0991	non-enzyme	0	0
EIF3F	O00303	3.4.19.12;3;.;4;1;9;2	KW-0002;KW-0007;KW-0963;KW-0225;KW-0378;KW-0396;KW-0991;KW-0597;KW-0645;KW-0648	protease	0	0
EIF4A3	P38919	3.6.4.13;3;.;6;4;1	KW-0002;KW-0007;KW-0067;KW-0963;KW-0903;KW-0225;KW-0347;KW-0378;KW-1017;KW-0507	non-enzyme	0	0
EIF5A	P63241		KW-0002;KW-0007;KW-0025;KW-0963;KW-0903;KW-0225;KW-0251;KW-0256;KW-0385;KW-0472	non-enzyme	0	0
ELAC2	Q9BQ52	3.1.26.11;3;.;1;2;6	KW-0002;KW-0025;KW-0225;KW-0255;KW-0378;KW-0479;KW-0496;KW-1135;KW-0540;KW-0539	non-enzyme	0	0
ELANE	P08246	3.4.21.37;3;.;4;2;1;7	KW-0002;KW-0968;KW-0903;KW-0225;KW-1015;KW-0325;KW-0378;KW-0645;KW-1267;KW-1185	protease	0	0
ELMO2				non-enzyme	0	1
ELN	P15502		KW-0025;KW-1015;KW-0272;KW-0379;KW-1267;KW-1185;KW-0677;KW-0964;KW-0732;KW-0856	non-enzyme	0	0
ELOVL4	Q9GZR5	2.3.1.199;2;.;3;1;9	KW-0225;KW-0256;KW-0275;KW-0276;KW-0325;KW-0977;KW-0991;KW-0444;KW-0443;KW-0472	non-enzyme	0	0
ELP1				non-enzyme	0	1
ELP4				non-enzyme	0	1
EMC1	Q8N766		KW-0002;KW-0025;KW-0225;KW-1015;KW-0256;KW-0325;KW-0472;KW-0523;KW-1267;KW-1185	non-enzyme	0	0
EMC10				non-enzyme	0	1
EMG1	Q92979	2.1.1.-	KW-0002;KW-0007;KW-0903;KW-0225;KW-0489;KW-0539;KW-0597;KW-1267;KW-1185;KW-0690	non-enzyme	0	0
EML1	O00423		KW-0002;KW-0025;KW-0175;KW-0963;KW-0206;KW-0225;KW-0887;KW-0991;KW-0451;KW-0493	non-enzyme	0	0
ENG	P17813		KW-0002;KW-0025;KW-0037;KW-0130;KW-1003;KW-0903;KW-0225;KW-1015;KW-0325;KW-0472	non-enzyme	0	0
ENO3	P13929	4.2.1.11;4;.;2;1	KW-0002;KW-0007;KW-0025;KW-0963;KW-0225;KW-0322;KW-0324;KW-0456;KW-0460;KW-0479	non-enzyme	0	0
ENPP1	P22413	3.1.4.1;3.6.1.9;3;.;1;4;6;9	KW-0002;KW-0091;KW-0106;KW-1003;KW-0219;KW-0903;KW-0225;KW-1015;KW-0325;KW-0378	non-enzyme	0	0
EOGT	Q5NDL2	2.4.1.255;2;.;4;1;5	KW-0025;KW-0225;KW-0256;KW-0325;KW-0328;KW-1267;KW-1185;KW-0732;KW-0808	non-enzyme	0	0
EP300	Q09472	2.3.1.48;2.3.1.-;2.3.1.-;2.3.1.-;2.3.1.-;2.3.1.-;2.3.1.-;2;.;3;1;4;8	KW-0002;KW-0007;KW-0012;KW-0090;KW-0103;KW-0131;KW-0160;KW-0158;KW-0164;KW-0963	non-enzyme	0	0
EPCAM	P16422		KW-0002;KW-0965;KW-1003;KW-0903;KW-0225;KW-1015;KW-0325;KW-0362;KW-0472;KW-1267	non-enzyme	0	0
EPG5	Q9HCE0		KW-0002;KW-0025;KW-0072;KW-0898;KW-0175;KW-0963;KW-0225;KW-0458;KW-0597;KW-1267	non-enzyme	0	0
EPHA2	P29317	2.7.10.1;2;.;7;1;0	KW-0002;KW-0025;KW-0037;KW-0053;KW-0067;KW-0898;KW-0130;KW-0965;KW-1003;KW-0966	kinase	0	0
EPHB2	P29323	2.7.10.1;2;.;7;1;0	KW-0002;KW-0025;KW-0067;KW-1003;KW-0966;KW-0217;KW-0225;KW-1015;KW-0325;KW-1017	kinase	0	0
EPHB4	P54760	2.7.10.1;2;.;7;1;0	KW-0002;KW-0025;KW-0037;KW-0067;KW-1003;KW-0217;KW-0225;KW-1015;KW-0325;KW-0418	kinase	0	0
EPRS1	P07814	6;.;1;7;5	KW-0002;KW-0007;KW-0030;KW-0067;KW-0963;KW-0225;KW-1026;KW-0436;KW-0472;KW-0479	non-enzyme	0	0
ERBB3	P21860	2.7.10.1;2;.;7;1;0	KW-0002;KW-0025;KW-0067;KW-1003;KW-0225;KW-1015;KW-0325;KW-0418;KW-0472;KW-0547	kinase	0	0
ERCC1	P07992		KW-0002;KW-0007;KW-0025;KW-0898;KW-0963;KW-0227;KW-0234;KW-0238;KW-1017;KW-0539	non-enzyme	0	0
ERCC2	P18074	5.6.2.3;5;.;6;2;3	KW-0002;KW-0004;KW-0025;KW-0067;KW-0898;KW-0159;KW-0172;KW-0963;KW-0206;KW-0209	non-enzyme	0	0
ERCC3	P19447	5.6.2.4;5;.;6;2;4	KW-0002;KW-0067;KW-0172;KW-0209;KW-0225;KW-0227;KW-0234;KW-0238;KW-0242;KW-0347	non-enzyme	0	0
ERCC4	Q92889	3.1.-.-	KW-0002;KW-0007;KW-0025;KW-0158;KW-0172;KW-0225;KW-0227;KW-0234;KW-0238;KW-0242	non-enzyme	0	0
ERCC5	P28715	3.1.-.-	KW-0002;KW-0007;KW-0025;KW-0158;KW-0172;KW-0209;KW-0225;KW-0227;KW-0234;KW-0238	non-enzyme	0	0
ERCC6	Q03468	3.6.4.-	KW-0002;KW-0913;KW-0025;KW-0067;KW-0898;KW-0158;KW-0172;KW-0209;KW-0225;KW-0227	non-enzyme	0	0
ERCC6L2				non-enzyme	0	1
ERCC8	Q13216		KW-0002;KW-0025;KW-0158;KW-0172;KW-0209;KW-0225;KW-0227;KW-0234;KW-0242;KW-0539	non-enzyme	0	0
ERF	P50548		KW-0002;KW-0025;KW-0989;KW-0903;KW-0225;KW-0238;KW-1017;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
ESCO2	Q56NI9	2.3.1.-	KW-0012;KW-0025;KW-0131;KW-0158;KW-0225;KW-0242;KW-0991;KW-0479;KW-0539;KW-0597	non-enzyme	0	0
ESPN	B1AK53		KW-0009;KW-0025;KW-0040;KW-0966;KW-0175;KW-0963;KW-0206;KW-0209;KW-0225;KW-1009	non-enzyme	0	0
ESR1	P03372		KW-0002;KW-0010;KW-0877;KW-0025;KW-1003;KW-0963;KW-0903;KW-0225;KW-0238;KW-0325	non-enzyme	0	0
ESR2	Q92731		KW-0002;KW-0010;KW-0025;KW-0225;KW-0238;KW-0446;KW-0479;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
ESRRB	O95718		KW-0002;KW-0007;KW-0025;KW-0158;KW-0963;KW-0209;KW-0225;KW-0238;KW-0479;KW-1010	non-enzyme	0	0
ETFA	P13804		KW-0002;KW-0007;KW-0025;KW-0903;KW-0225;KW-0249;KW-0274;KW-0285;KW-0316;KW-0496	non-enzyme	0	0
ETFB	P38117		KW-0002;KW-0007;KW-0025;KW-0225;KW-0249;KW-0316;KW-0488;KW-0496;KW-0597;KW-1267	non-enzyme	0	0
ETFDH	Q16134	1.5.5.1;1;.;5	KW-0004;KW-0007;KW-0025;KW-0225;KW-0249;KW-0274;KW-0285;KW-0316;KW-0408;KW-0411	oxidoreductase	0	0
ETHE1	O95571	1.13.11.18;1;.;3;8	KW-0002;KW-0007;KW-0963;KW-0223;KW-0225;KW-0408;KW-0479;KW-0496;KW-0539;KW-0560	oxidoreductase	0	0
ETV6	P41212		KW-0002;KW-0007;KW-0160;KW-0225;KW-0238;KW-1017;KW-0539;KW-0597;KW-1267;KW-0656	non-enzyme	0	0
EVC				non-enzyme	0	1
EVC2	Q86UK5		KW-0025;KW-1003;KW-0966;KW-1186;KW-0969;KW-0175;KW-0963;KW-0206;KW-0225;KW-0242	non-enzyme	0	0
EXOSC2	Q13868		KW-0002;KW-0025;KW-0963;KW-0209;KW-0225;KW-0242;KW-0271;KW-0539;KW-0597;KW-1267	non-enzyme	0	0
EXOSC3	Q9NQT5		KW-0002;KW-0007;KW-0025;KW-0963;KW-0903;KW-0225;KW-0271;KW-1017;KW-0523;KW-0539	non-enzyme	0	0
EXOSC9	Q06265		KW-0002;KW-0007;KW-0025;KW-0963;KW-0225;KW-0271;KW-1017;KW-0523;KW-0539;KW-0597	non-enzyme	0	0
EXPH5				non-enzyme	0	1
EXT1	Q16394	2.4.1.225;2;.;4;1;5	KW-0002;KW-0225;KW-1015;KW-0256;KW-0325;KW-0328;KW-0333;KW-0361;KW-0464;KW-0472	non-enzyme	0	0
