gene	mechanism	mechanism_3class	P_GOF_lr_full	P_DN_lr_full	P_LOF_lr_full	pred_class_lr_full
CLN3	LOF	LOF	0.17787851308878982	0.1363437367793798	0.6857777501318305	LOF
CLN5	LOF	LOF	0.21556044463103013	0.17759977381165082	0.606839781557319	LOF
CLN6	LOF	LOF	0.12497504925627463	0.27933014220083097	0.5956948085428945	LOF
CLN8	LOF	LOF	0.08820730012316844	0.27468620699965335	0.6371064928771784	LOF
CLPB	LOF	LOF	0.1485931299171841	0.3115180791383358	0.5398887909444801	LOF
CLPP	AR					
CLRN1	LOF	LOF	0.04830293050832434	0.2337611724180151	0.7179358970736606	LOF
CLTC	LOF	LOF	0.5405958959841516	0.36038351516162936	0.09902058885421906	GOF
CNBP	DN	DN	0.32359605090719545	0.3946604176025778	0.2817435314902268	DN
CNGA1	LOF	LOF	0.33066802410320245	0.34689230388363634	0.32243967201316115	DN
CNGA3	GOF	GOF	0.4279960227039122	0.20027119497182694	0.37173278232426094	GOF
CNGB1	LOF	LOF	0.2900828401013432	0.3589293699166184	0.3509877899820384	DN
CNGB3	LOF	LOF	0.2909092067282097	0.24640918464430117	0.46268160862748914	LOF
CNKSR2	LOF	LOF	0.1356503842324943	0.017362588827584152	0.8469870269399216	LOF
CNNM2	LOF	LOF	0.47712673266648803	0.40559594641846625	0.11727732091504575	GOF
CNNM4	AR					
CNOT2	LOF	LOF	0.03842127253611913	0.05903482283546161	0.9025439046284193	LOF
CNOT3	LOF	LOF	0.6402305697471145	0.2813627240064276	0.07840670624645796	GOF
CNPY3	LOF	LOF	0.18733125891499652	0.2680013661177558	0.5446673749672478	LOF
CNTNAP1	LOF	LOF	0.4437671336653314	0.4578201464167486	0.09841271991791993	DN
CNTNAP2	LOF	LOF	0.004352938966458472	0.009275782878998115	0.9863712781545435	LOF
COA8	LOF	LOF	0.07935022703704679	0.15556892036699352	0.7650808525959597	LOF
COASY	AR					
COG1	LOF	LOF	0.0647202073578951	0.08719313159769077	0.8480866610444141	LOF
COG4	LOF	LOF	0.03821832051353247	0.07327599238747667	0.8885056870989909	LOF
COG5	LOF	LOF	0.040890636366008946	0.10628606198809815	0.8528233016458929	LOF
COG7	LOF	LOF	0.05127681504995679	0.05378125916828961	0.8949419257817537	LOF
COG8	LOF	LOF	0.013917117287686739	0.009164361298556075	0.9769185214137571	LOF
COL10A1	DN	DN	0.19387122779707452	0.44197910855606803	0.36414966364685747	DN
COL11A1	LOF	LOF	0.32477708831605945	0.41344070014629264	0.26178221153764786	DN
COL11A2	DN	DN	0.36850720606297466	0.431553068953709	0.19993972498331639	DN
COL13A1	LOF	LOF	0.10417332090702618	0.2145148746123404	0.6813118044806334	LOF
COL17A1	LOF	LOF	0.1678849659577753	0.560133483996891	0.27198155004533386	DN
COL18A1	LOF	LOF	0.03459749559424299	0.2768767405889981	0.688525763816759	LOF
COL1A1	HI	LOF	0.39161652876000236	0.4117847404488221	0.19659873079117557	DN
COL1A2	LOF	LOF	0.5222812087780875	0.4734928850924108	0.004225906129501792	GOF
COL25A1	LOF	LOF	0.26372698780075193	0.3887283601965679	0.34754465200268014	DN
COL27A1	LOF	LOF	0.355178676656417	0.4202964916227639	0.22452483172081908	DN
COL2A1	DN	DN	0.3672625873915865	0.37926301102062987	0.25347440158778356	DN
COL3A1	DN	DN	0.36897852440374224	0.40287329465954497	0.2281481809367127	DN
COL4A1	DN	DN	0.5000913322733264	0.42792335783973623	0.0719853098869374	GOF
COL4A3	LOF	LOF	0.1484953292520777	0.30216898866135833	0.549335682086564	LOF
COL4A4	LOF	LOF	0.4213482330411437	0.3842322948289657	0.19441947212989055	GOF
COL4A5	LOF	LOF	0.22698242163502771	0.08873848810144001	0.6842790902635322	LOF
COL5A1	LOF	LOF	0.36115103130143644	0.4006569348559207	0.23819203384264284	DN
COL5A2	DN	DN	0.535999301563639	0.457225731987365	0.0067749664489959935	GOF
COL6A2	LOF	LOF	0.4192004966967751	0.4924260197633818	0.088373483539843	DN
COL6A3	LOF	LOF	0.30628506024263386	0.5442498178107886	0.14946512194657746	DN
COL7A1	LOF	LOF	0.1603250163583444	0.539380065928	0.30029491771365563	DN
COL9A1	LOF	LOF	0.7149758422535736	0.09059852135602527	0.19442563639040114	GOF
COL9A2	LOF	LOF	0.2752817355814599	0.022964455762486815	0.7017538086560533	LOF
COL9A3	DN	DN	0.008637902088592362	0.0431776516721094	0.9481844462392982	LOF
COLEC10	LOF	LOF	0.40414116428828495	0.27957799137316847	0.31628084433854664	GOF
COLEC11	AR					
COMP	DN	DN	0.34727540547383945	0.5180964982452971	0.1346280962808635	DN
COPB2	LOF	LOF	0.31125441572098905	0.38504429224636866	0.3037012920326423	DN
COQ2	LOF	LOF	0.050531312231762535	0.17576491976383468	0.7737037680044029	LOF
COQ4	LOF	LOF	0.3090679455250924	0.09236367115658203	0.5985683833183256	LOF
COQ8A	AR					
COQ9	LOF	LOF	0.231790493069267	0.3983917601567604	0.3698177467739725	DN
CORO1A	AR					
COX15	LOF	LOF	0.16206144279043738	0.1198019866362078	0.7181365705733549	LOF
COX16	LOF	LOF	0.15474538773570728	0.06120099227580685	0.7840536199884859	LOF
COX4I1	AR					
COX6B1	AR					
COX7B	LOF	LOF	0.01638584613079965	0.0010967780492254016	0.982517375819975	LOF
CP	AR					
CPAMD8	LOF	LOF	0.29575035392435534	0.41527495149785737	0.28897469457778724	DN
CPAP	LOF	LOF	0.0013452043561527716	0.0009354251283242983	0.997719370515523	LOF
CPLANE1	LOF	LOF	0.06445779309698366	0.02224093863180077	0.9133012682712156	LOF
CPS1	AR					
CRADD	AR					
CRAT	AR					
CRB1	LOF	LOF	0.21526332378623644	0.4550339457047121	0.3297027305090514	DN
CRB2	LOF	LOF	0.2800041054057277	0.3136961121089386	0.40629978248533377	LOF
CRBN	AR					
CREBBP	HI	LOF	0.3371822886101074	0.1940459214373893	0.46877178995250324	LOF
CRLF1	LOF	LOF	0.4286821430164346	0.2084392208804495	0.36287863610311594	GOF
CRPPA	AR					
CRX	LOF	LOF	0.26802890361214005	0.5523779003496472	0.1795931960382128	DN
CRYAA	LOF	LOF	0.3772517732057988	0.3177103949313608	0.3050378318628404	GOF
CRYAB	DN	DN	0.3720885662369663	0.47141092238801807	0.15650051137501567	DN
CRYBA1	LOF	LOF	0.5417314553885162	0.4107477191007228	0.047520825510761026	GOF
CRYBB1	LOF	LOF	0.12239229697843275	0.3602023616977775	0.5174053413237897	LOF
CRYBB2	LOF	LOF	0.5088515320495253	0.4602437856968594	0.03090468225361546	GOF
CRYGC	LOF	LOF	0.5349981238963222	0.4377280229729139	0.027273853130763803	GOF
CRYGD	LOF	LOF	0.3223293655112126	0.41789761667868963	0.2597730178100979	DN
CRYGS	LOF	LOF	0.32546517260851204	0.4933470770027467	0.18118775038874105	DN
CSF1R	LOF	LOF	0.4726407454547236	0.48097966931922154	0.0463795852260549	DN
CSF2RB	AR					
CSF3R	AR					
CSNK2A1	GOF	GOF	0.4514009246575022	0.28082845689953156	0.2677706184429662	GOF
CSNK2B	LOF	LOF	0.3800342088643048	0.48617725862673816	0.13378853250895714	DN
CSPP1	LOF	LOF	0.01692819952963005	0.007820580763275655	0.9752512197070944	LOF
CSRP3	LOF	LOF	0.32615260485808484	0.3700668239528535	0.3037805711890616	DN
CSTA	LOF	LOF	0.12293284124762895	0.3948223913846072	0.482244767367764	LOF
CSTB	AR					
CTBP1	LOF	LOF	0.19801462641063314	0.24667779388681524	0.5553075797025517	LOF
CTC1	AR					
CTCF	LOF	LOF	0.4305180325971172	0.3445181740817979	0.2249637933210849	GOF
CTDP1	LOF	LOF	0.0855654356956414	0.0774066549996531	0.8370279093047054	LOF
CTH	AR					
CTNNA2	LOF	LOF	0.40772384139610185	0.4228445126927706	0.16943164591112767	DN
CTNNB1	LOF	LOF	0.29253309352457896	0.3007885219255905	0.4066783845498305	LOF
CTNND1	LOF	LOF	0.4381938549265044	0.4324738701276761	0.12933227494581953	GOF
CTNND2	LOF	LOF	0.15655445327584713	0.13724809815008412	0.7061974485740687	LOF
CTNS	LOF	LOF	0.030080560744044367	0.09002236315360314	0.8798970761023525	LOF
CTSA	AR					
CTSC	AR					
CTSD	AR					
CTSF	AR					
CTSK	AR					
CTU2	LOF	LOF	0.006957510196471096	0.04186606352809558	0.9511764262754332	LOF
CUBN	AR					
CUL3	LOF	LOF	0.47828855502495815	0.48728494804680195	0.034426496928239854	DN
CUL4B	LOF	LOF	0.03285534019134263	0.00035916297577772647	0.9667854968328796	LOF
CUL7	LOF	LOF	0.10813151077895476	0.0533650795250998	0.8385034096959455	LOF
CWC27	LOF	LOF	0.1804203260319867	0.14370328441806587	0.6758763895499474	LOF
CXCR4	DN	DN	0.38862962236587256	0.4425548812189603	0.16881549641516713	DN
CYB5A	AR					
CYB5R3	AR					
CYBA	AR					
CYBB	LOF	LOF	0.18199075660068983	0.07175315236939908	0.746256091029911	LOF
CYC1	AR					
CYFIP2	GOF	GOF	0.49510534051808924	0.47551547687848217	0.029379182603428602	GOF
CYLD	LOF	LOF	0.43290319318614207	0.320491126998201	0.24660567981565706	GOF
CYP11B2	AR					
CYP17A1	AR					
CYP1B1	AR					
CYP21A2	AR					
CYP24A1	AR					
CYP27A1	LOF	LOF	0.21883134923115174	0.4222050685876447	0.3589635821812035	DN
CYP2R1	AR					
CYP2U1	LOF	LOF	0.23427989030025093	0.3614072846804724	0.40431282501927673	LOF
CYP4V2	LOF	LOF	0.2790710922247286	0.2677241770131202	0.45320473076215123	LOF
D2HGDH	AR					
DAG1	AR					
DARS2	AR					
DBH	AR					
DBT	AR					
DCAF17	LOF	LOF	0.1378554182462485	0.07879730422324074	0.7833472775305107	LOF
DCC	LOF	LOF	0.38946550415144976	0.5153695484623425	0.09516494738620777	DN
DCDC2	LOF	LOF	0.07974925727767289	0.36873010708691406	0.551520635635413	LOF
DCHS1	LOF	LOF	0.3059824479703192	0.2999937123068333	0.39402383972284744	LOF
DCLRE1C	AR					
DCN	DN	DN	0.06601855875643245	0.20723008360009507	0.7267513576434725	LOF
DCPS	AR					
DCX	LOF	LOF	0.11766157569929453	0.05805510570553905	0.8242833185951663	LOF
DDB2	LOF	LOF	0.11094153467815931	0.1884432549098383	0.7006152104120025	LOF
DDC	AR					
DDHD1	LOF	LOF	0.11307632300225437	0.17857456785398274	0.7083491091437629	LOF
DDHD2	LOF	LOF	0.29166966244172515	0.18491635546413537	0.5234139820941396	LOF
DDOST	AR					
DDX11	LOF	LOF	0.14849384832196935	0.05841438279986585	0.7930917688781647	LOF
DDX3X	LOF	LOF	0.028240160573055575	0.17245227069864205	0.7993075687283023	LOF
DDX41	LOF	LOF	0.06874531679960172	0.2504088129677152	0.6808458702326831	LOF
DEAF1	DN	DN	0.37926476849624574	0.3151814681988012	0.30555376330495304	GOF
DEGS1	LOF	LOF	0.33708500034856764	0.3900186133696989	0.2728963862817334	DN
DENND5A	LOF	LOF	0.17567549508472238	0.03875736602282175	0.7855671388924558	LOF
DEPDC5	LOF	LOF	0.1834672263355499	0.016733674727770834	0.7997990989366793	LOF
DGAT1	AR					
DGUOK	AR					
DHCR24	LOF	LOF	0.2936916630046396	0.40463338993689596	0.3016749470584644	DN
DHCR7	LOF	LOF	0.12935653794201038	0.2098723636032982	0.6607710984546914	LOF
DHFR	AR					
DHH	AR					
DHODH	AR					
DHTKD1	LOF	LOF	0.07959153338432719	0.20089234828572342	0.7195161183299493	LOF
DICER1	HI	LOF	0.2771943752556053	0.15986430395802978	0.5629413207863648	LOF
DIS3L2	AR					
DKC1	LOF	LOF	0.08951954990751178	0.0969306502790028	0.8135497998134855	LOF
DLAT	AR					
DLD	AR					
DLG3	LOF	LOF	0.07867305228131978	0.007066745640445222	0.914260202078235	LOF
DLG4	LOF	LOF	0.16677592038181915	0.40158740508472124	0.43163667453345955	LOF
DLL3	LOF	LOF	0.13211865996024386	0.16682850699900917	0.701052833040747	LOF
DLL4	LOF	LOF	0.4528986009115918	0.36320479490497654	0.1838966041834318	GOF
DMD	LOF	LOF	0.23717152268281705	0.0008890983610775795	0.7619393789561054	LOF
DMGDH	AR					
DMP1	LOF	LOF	0.11960025761019352	0.11075507605831994	0.7696446663314865	LOF
DMPK	DN	DN	0.0064271748979445095	0.025905588108202177	0.9676672369938534	LOF
DNAAF11	LOF	LOF	0.005990752765544079	0.019264137174544883	0.974745110059911	LOF
DNAAF19	LOF	LOF	0.0005927161415319494	2.8972742995614906e-05	0.9993783111154725	LOF
DNAAF3	LOF	LOF	0.12629899268855352	0.3757730304859306	0.4979279768255159	LOF
DNAAF4	LOF	LOF	0.009063806165740474	0.020343870813263165	0.9705923230209964	LOF
DNAAF6	LOF	LOF	0.0016563879229724468	4.9149996868585664e-05	0.998294462080159	LOF
DNAH5	LOF	LOF	0.15808867452940686	0.20066969259684403	0.6412416328737491	LOF
DNAH9	LOF	LOF	0.28087319472158323	0.2948057727358125	0.42432103254260434	LOF
DNAJB2	AR					
DNAJB6	DN	DN	0.5741419612841531	0.17366721508404923	0.25219082363179773	GOF
DNAJC12	AR					
DNAJC6	AR					
DNM1	DN	DN	0.4788048559703781	0.4712316029684416	0.04996354106118028	GOF
DNM1L	DN	DN	0.5188554507360531	0.4368748380539406	0.04426971121000628	GOF
DNMT3A	GOF	GOF	0.3293844583184198	0.1449573430543696	0.5256581986272105	LOF
DNMT3B	AR					
DOCK2	LOF	LOF	0.3641929091466357	0.49987884349824285	0.1359282473551215	DN
DOCK6	LOF	LOF	0.3555165514448534	0.25385882912330715	0.39062461943183946	LOF
DOCK7	LOF	LOF	0.2653683167956695	0.13923472672387113	0.5953969564804594	LOF
DOCK8	AR					
DOK7	AR					
DOLK	LOF	LOF	0.09164905925038715	0.047136220222508206	0.8612147205271047	LOF
DPAGT1	AR					
DPF2	DN	DN	0.3728185165852856	0.42359664260117313	0.20358484081354125	DN
DPM1	LOF	LOF	0.10984942878219604	0.08416294615929279	0.8059876250585112	LOF
DPM3	LOF	LOF	0.07981756842724706	0.23039738440238666	0.6897850471703663	LOF
DPYD	AR					
DPYS	AR					
DRAM2	LOF	LOF	0.33404183004377713	0.2607467067656526	0.40521146319057016	LOF
DRC1	LOF	LOF	0.018304005234412973	0.03111957686010105	0.9505764179054859	LOF
DRC2	LOF	LOF	0.0023164144264683608	0.00042205538267537474	0.9972615301908562	LOF
DRC4	LOF	LOF	0.0022761201580225624	0.00038540878576223507	0.9973384710562151	LOF
DSE	AR					
DSG1	LOF	LOF	0.20521509484799327	0.4672531973315432	0.3275317078204635	DN
DSG4	LOF	LOF	0.30777586293747977	0.12863847811824394	0.5635856589442763	LOF
DSP	LOF	LOF	0.2755810002394748	0.5698019884196128	0.15461701134091246	DN
DSPP	LOF	LOF	0.31380085302754884	0.002052589522364716	0.6841465574500865	LOF
DSTYK	LOF	LOF	0.2516582375666604	0.10977538533845253	0.6385663770948871	LOF
DTNBP1	LOF	LOF	0.10903610819148832	0.2318925580820254	0.6590713337264863	LOF
DUOX2	AR					
DVL1	GOF	GOF	0.02677590708835459	0.18403287134638685	0.7891912215652586	LOF
DVL3	DN	DN	0.1746181994254856	0.1114275297239919	0.7139542708505224	LOF
DYM	LOF	LOF	0.10049569966364386	0.09628964178970889	0.8032146585466472	LOF
DYNC1I2	LOF	LOF	0.33470423430096163	0.2937059118608193	0.3715898538382192	LOF
DYNC2H1	LOF	LOF	0.4444198760523523	0.2576886608159836	0.2978914631316641	GOF
DYNC2I1	LOF	LOF	0.0004815215299958128	0.00039282063383376536	0.9991256578361704	LOF
DYRK1A	LOF	LOF	0.32944491972754436	0.32333057196127074	0.3472245083111849	LOF
DYSF	AR					
EBF3	LOF	LOF	0.3497805923570399	0.3241150458966221	0.32610436174633806	GOF
EBP	LOF	LOF	0.19868189216615634	0.11472066768310177	0.686597440150742	LOF
ECEL1	LOF	LOF	0.3061506837704234	0.26790898512292644	0.4259403311066501	LOF
ECHS1	AR					
ECM1	LOF	LOF	0.13775227819750183	0.40425676540266847	0.45799095639982984	LOF
EDA	LOF	LOF	0.10213314482790489	0.04795731557762634	0.8499095395944689	LOF
EDAR	LOF	LOF	0.36266154534451717	0.26639696500635857	0.3709414896491243	LOF
EDC3	AR					
EDEM3	LOF	LOF	0.19210487108024188	0.18704518079380264	0.6208499481259555	LOF
EDN1	LOF	LOF	0.28226431151130704	0.23759549783138828	0.4801401906573048	LOF
EDN3	LOF	LOF	0.36565519043392686	0.289894345376993	0.3444504641890801	GOF
EDNRA	GOF	GOF	0.4717295202376661	0.4543785134102079	0.07389196635212596	GOF
EDNRB	LOF	LOF	0.39452103504943425	0.2611856347127312	0.3442933302378345	GOF
EEF1A2	GOF	GOF	0.5027078967703983	0.49012095042198867	0.007171152807613112	GOF
EFEMP2	AR					
EFL1	AR					
EFNB1	LOF	LOF	0.011366746395935493	0.00014275928109353965	0.9884904943229709	LOF
EFTUD2	HI	LOF	0.2716387561516121	0.3790771670390945	0.34928407680929335	DN
EGFR	GOF	GOF	0.6156735865901946	0.3536823771361637	0.030644036273641925	GOF
EGLN1	GOF	GOF	0.30096739238887626	0.34329569064569804	0.35573691696542564	LOF
EGR2	LOF	LOF	0.5972794148325066	0.35823627958092247	0.04448430558657102	GOF
EHMT1	HI	LOF	0.4113493049720374	0.49956866752904217	0.08908202749892037	DN
EIF2AK3	AR					
EIF2AK4	AR					
EIF2B1	AR					
EIF2B2	AR					
EIF2B3	AR					
EIF2B4	AR					
EIF2B5	AR					
EIF2S3	LOF	LOF	0.2729476938358929	0.1665483206097017	0.5605039855544053	LOF
EIF3F	AR					
EIF4A3	AR					
EIF5A	LOF	LOF	0.38076221447074743	0.49373605969081363	0.1255017258384389	DN
ELAC2	LOF	LOF	0.1049482534171679	0.2139170589850513	0.6811346875977808	LOF
ELANE	DN	DN	0.30534424007502065	0.38272687959183815	0.3119288803331412	DN
ELMO2	LOF	LOF	0.41588036808948237	0.295293861397562	0.2888257705129556	GOF
ELN	LOF	LOF	0.00975798480634603	0.01938738897416253	0.9708546262194914	LOF
ELOVL4	LOF	LOF	0.343555748089411	0.2800656863008768	0.3763785656097122	LOF
ELP1	LOF	LOF	0.04979008042825963	0.16096406699778665	0.7892458525739537	LOF
ELP4	LOF	LOF	0.09074264332356247	0.09892173448395968	0.8103356221924779	LOF
EMC1	AR					
EMC10	LOF	LOF	0.09572417907406168	0.24265486132798386	0.6616209595979545	LOF
EMG1	AR					
EML1	AR					
ENG	HI	LOF	0.07378215811218788	0.35925833099110926	0.5669595108967027	LOF
ENO3	AR					
ENPP1	LOF	LOF	0.12962559100344945	0.2651122061197748	0.6052622028767758	LOF
EOGT	LOF	LOF	0.1539638494579322	0.21888023321296418	0.6271559173291035	LOF
EP300	HI	LOF	0.3354893471771416	0.19261373336202264	0.4718969194608359	LOF
EPCAM	AR					
EPG5	LOF	LOF	0.1319454311595633	0.07780148791816768	0.790253080922269	LOF
EPHA2	LOF	LOF	0.4442359949775229	0.4037443702703095	0.1520196347521676	GOF
EPHB2	AR					
EPHB4	LOF	LOF	0.49415007412784545	0.3611908283409685	0.14465909753118597	GOF
EPRS1	LOF	LOF	0.09496682041530287	0.41687765660284465	0.48815552298185244	LOF
ERBB3	AR					
ERCC1	AR					
ERCC2	AR					
ERCC3	AR					
ERCC4	AR					
ERCC5	AR					
ERCC6	LOF	LOF	0.2534327522942811	0.13546561636689644	0.6111016313388226	LOF
ERCC6L2	LOF	LOF	0.01303075428275449	0.008780843584489224	0.9781884021327563	LOF
ERCC8	AR					
ERF	LOF	LOF	0.24337852010494743	0.33084698480497304	0.4257744950900796	LOF
ESCO2	AR					
ESPN	LOF	LOF	0.2423331951066147	0.0961051480786602	0.661561656814725	LOF
ESR1	AR					
ESR2	DN	DN	0.1605181649689334	0.28432986667982624	0.5551519683512404	LOF
ESRRB	AR					
ETFA	AR					
ETFB	AR					
ETFDH	AR					
ETHE1	AR					
ETV6	DN	DN	0.1822868578090385	0.3351937414598776	0.4825194007310839	LOF
EVC	LOF	LOF	0.003527651372156252	0.003301822420429251	0.9931705262074145	LOF
EVC2	LOF	LOF	0.016990309404855207	0.05519619326070586	0.927813497334439	LOF
EXOSC2	AR					
EXOSC3	AR					
EXOSC9	LOF	LOF	0.17342105265911922	0.22209468012961844	0.6044842672112622	LOF
EXPH5	LOF	LOF	0.06296064496635234	0.0411142151061173	0.8959251399275304	LOF
EXT1	LOF	LOF	0.1907597370627009	0.11230809962396049	0.6969321633133385	LOF
EXT2	LOF	LOF	0.11961842489612322	0.05632700246492229	0.8240545726389544	LOF
EYA1	HI	LOF	0.18218122361076605	0.3860667291785276	0.4317520472107063	LOF
EYA4	HI	LOF	0.18413271458213784	0.31351627573267193	0.5023510096851903	LOF
EYS	LOF	LOF	0.2571359608415553	0.41920253036979127	0.32366150878865346	DN
F10	AR					
F12	GOF	GOF	0.2620282417495944	0.40292315024280556	0.3350486080076	DN
F13A1	AR					
F7	AR					
FA2H	LOF	LOF	0.1496173597455089	0.46510906763970133	0.38527357261478967	DN
FADD	AR					
FAH	AR					
FAM111A	GOF	GOF	0.442747844678071	0.14318761335476524	0.41406454196716375	GOF
FAM126A	AR					
FAM149B1	LOF	LOF	0.0732098060380023	0.032765242857666445	0.8940249511043312	LOF
FAM161A	LOF	LOF	0.05170791619391231	0.046377630862586686	0.9019144529435009	LOF
FAM20A	LOF	LOF	0.011569811874665631	0.03215754102160159	0.9562726471037328	LOF
FAM20C	AR					
FAN1	AR					
FANCA	LOF	LOF	0.005633039497157063	0.15148991822858285	0.8428770422742601	LOF
FANCB	LOF	LOF	0.06536773766243534	0.00038979562167002955	0.9342424667158946	LOF
FANCC	LOF	LOF	0.15559096026627922	0.09109604996711002	0.7533129897666109	LOF
FANCD2	AR					
FANCE	AR					
FANCF	LOF	LOF	0.018840426505307754	0.0004190861654741984	0.980740487329218	LOF
FANCG	LOF	LOF	0.03891920954620297	0.008070224392987565	0.9530105660608096	LOF
FANCI	AR					
FANCL	LOF	LOF	0.07546435230810528	0.05322360165446385	0.8713120460374307	LOF
FANCM	LOF	LOF	0.18809453300145534	0.1437862720168726	0.668119194981672	LOF
FAR1	LOF	LOF	0.3750629167551907	0.30292723585858433	0.32200984738622485	GOF
FARS2	AR					
FARSB	AR					
FAS	DN	DN	0.21607733213459035	0.2619913733280115	0.5219312945373982	LOF
FAT4	LOF	LOF	0.49853179443237466	0.34664773790260667	0.15482046766501864	GOF
FBLN5	LOF	LOF	0.5336721084045158	0.38205442539966133	0.08427346619582272	GOF
FBN1	HI	LOF	0.428615154233723	0.4225903788881035	0.14879446687817346	GOF
FBN2	DN	DN	0.5801015052265578	0.3659049187072976	0.05399357606614465	GOF
FBP1	AR					
FBXL3	AR					
FBXL4	LOF	LOF	0.08697409798754809	0.039510745177784766	0.8735151568346672	LOF
FBXO11	LOF	LOF	0.543202193778277	0.31918719993610356	0.13761060628561952	GOF
FDX2	AR					
FDXR	AR					
FECH	AR					
FERMT1	AR					
FEZF1	LOF	LOF	0.41565704603767456	0.4520562895180344	0.13228666444429094	DN
FGB	AR					
FGD1	LOF	LOF	0.05650426051019193	0.027190511177703124	0.9163052283121048	LOF
FGF10	HI	LOF	0.25276883938194283	0.529656824530563	0.21757433608749416	DN
FGF12	GOF	GOF	0.14911729977484092	0.005889174735640454	0.8449935254895187	LOF
FGF13	GOF	GOF	0.5056379712010675	0.10422444116697367	0.39013758763195877	GOF
FGF14	LOF	LOF	0.4532007226182356	0.46260271529766134	0.08419656208410306	DN
FGF3	LOF	LOF	0.5731284611100087	0.03940394349348325	0.38746759539650794	GOF
FGF9	LOF	LOF	0.44883615779063774	0.4713495927474773	0.079814249461885	DN
FGFR1	GOF	GOF	0.3919908999791722	0.5498181195204497	0.05819098050037807	DN
FGFR2	GOF	GOF	0.4423671582959809	0.5240891061187021	0.033543735585317036	DN
FGFR3	GOF	GOF	0.4757724309563965	0.4924604603325733	0.03176710871103023	DN
FGG	AR					
FH	LOF	LOF	0.11276867899802918	0.3816052703100105	0.5056260506919604	LOF
FHL1	LOF	LOF	0.3051258541522753	0.5144095577984186	0.18046458804930626	DN
FIG4	LOF	LOF	0.3139994282457364	0.1504740885543832	0.5355264831998804	LOF
FKBP14	AR					
FKBP15	LOF	LOF	0.09473556609464216	0.12442966858645615	0.7808347653189016	LOF
FKRP	AR					
FKTN	LOF	LOF	0.16682295862233354	0.09498962389449342	0.7381874174831731	LOF
FLAD1	LOF	LOF	0.06840638057140054	0.09083731365433982	0.8407563057742597	LOF
FLCN	HI	LOF	0.11834063470200144	0.1074686424321072	0.7741907228658914	LOF
FLNA	LOF	LOF	0.31697764955141294	0.002789146251781109	0.6802332041968059	LOF
FLNB	LOF	LOF	0.5623922691199825	0.4240880491033057	0.013519681776711683	GOF
FLNC	LOF	LOF	0.3659142076771354	0.43848725897220825	0.1955985333506565	DN
FLT4	LOF	LOF	0.45459515460243255	0.522501807505435	0.022903037892132622	DN
FLVCR1	LOF	LOF	0.3611969745886661	0.2611342784035547	0.3776687470077791	LOF
FLVCR2	LOF	LOF	0.21055521005783026	0.14092359509562097	0.6485211948465488	LOF
FMN2	LOF	LOF	0.16618413084480116	0.2910155964822146	0.5428002726729843	LOF
FMO3	AR					
FMR1	GOF	GOF	0.032416233320910356	0.028246925503709018	0.9393368411753806	LOF
FOLR1	AR					
FOXC1	HI	LOF	0.1503591847746658	0.29329737971061015	0.5563434355147242	LOF
FOXC2	GOF	GOF	0.08889278016930138	0.2711671641810217	0.6399400556496769	LOF
FOXE1	LOF	LOF	0.32854383620403876	0.3488302872687463	0.3226258765272149	DN
FOXE3	LOF	LOF	0.6121600475910045	0.34269706866832433	0.04514288374067114	GOF
FOXF1	LOF	LOF	0.18425904102647672	0.3341877799365806	0.48155317903694267	LOF
FOXG1	HI	LOF	0.3814343034000393	0.1257025347834994	0.4928631618164614	LOF
FOXJ1	LOF	LOF	0.12981198376015118	0.194329894196286	0.6758581220435629	LOF
FOXL2	LOF	LOF	0.09856996716733536	0.22867463175519293	0.6727554010774717	LOF
FOXN1	LOF	LOF	0.3178870938330909	0.5168694015036536	0.16524350466325555	DN
FOXP1	DN	DN	0.25497180242312845	0.41495820401134187	0.3300699935655297	DN
FOXP2	LOF	LOF	0.3818435043054763	0.11415751803507072	0.5039989776594529	LOF
FOXP3	LOF	LOF	0.5691226580474311	0.0031004725598952386	0.42777686939267345	GOF
FOXRED1	LOF	LOF	0.17349955074142345	0.14519742655477813	0.6813030227037984	LOF
FRAS1	LOF	LOF	0.2434763507433838	0.15221768837140737	0.6043059608852088	LOF
FREM1	LOF	LOF	0.037226526357006066	0.2792825277075422	0.6834909459354518	LOF
FREM2	LOF	LOF	0.09211509426785962	0.10072181000899205	0.8071630957231484	LOF
FRMD7	LOF	LOF	0.06184200113493278	0.057677697574417236	0.8804803012906499	LOF
FRMPD4	LOF	LOF	0.02114062079866299	0.00035982832747706735	0.9784995508738599	LOF
FRRS1L	LOF	LOF	0.018455877466214785	0.037321967578883036	0.9442221549549022	LOF
FSHB	AR					
FTCD	AR					
FTL	LOF	LOF	0.524125859305712	0.4438318234693032	0.032042317224984865	GOF
FTO	AR					
FTSJ1	LOF	LOF	0.10389698999231628	0.000140846628052444	0.8959621633796313	LOF
FUCA1	LOF	LOF	0.1784686198216912	0.25487836857905327	0.5666530115992556	LOF
FUS	GOF	GOF	0.3405175349031072	0.5299848074259841	0.12949765767090884	DN
FUT8	LOF	LOF	0.1799879504756617	0.16542783979806736	0.6545842097262708	LOF
FXN	AR					
FXYD2	DN	DN	0.2395729314168013	0.4704151496598402	0.2900119189233586	DN
FYCO1	AR					
FZD4	HI	LOF	0.23582633146739534	0.15877657716936952	0.6053970913632353	LOF
